,datetime,gv_size,non_gv_size,tf_idf_size,f1_score,accuracy,precision,recall,train_size,test_size,TP,FP,TN,FN
0,2018-10-11 00:00:00,2708.0,5416.0,4368.0,0.41509433962264153,0.8658008658008658,0.6111111111111112,0.3142857142857143,1077.0,462.0,378.0,14.0,48.0,22.0
1,2018-10-11 01:00:00,2439.0,4878.0,4481.0,0.42553191489361697,0.8858350951374208,0.8333333333333334,0.2857142857142857,1103.0,473.0,399.0,4.0,50.0,20.0
2,2018-10-11 02:00:00,2591.0,5182.0,4313.0,0.2820512820512821,0.873589164785553,0.6470588235294118,0.18032786885245902,1033.0,443.0,376.0,6.0,50.0,11.0
3,2018-10-11 03:00:00,2142.0,4284.0,3883.0,0.3076923076923077,0.8872180451127819,0.625,0.20408163265306123,930.0,399.0,344.0,6.0,39.0,10.0
4,2018-10-11 04:00:00,1331.0,2662.0,3509.0,0.17142857142857143,0.9129129129129129,1.0,0.09375,774.0,333.0,301.0,0.0,29.0,3.0
5,2018-10-11 05:00:00,970.0,1940.0,3075.0,0.08333333333333333,0.9191176470588235,0.16666666666666666,0.05555555555555555,632.0,272.0,249.0,5.0,17.0,1.0
6,2018-10-11 06:00:00,719.0,1438.0,2793.0,0.0,0.9008264462809917,0.0,0.0,564.0,242.0,218.0,0.0,24.0,0.0
7,2018-10-11 07:00:00,637.0,1274.0,3073.0,0.0,0.9404761904761905,0.0,0.0,587.0,252.0,237.0,0.0,15.0,0.0
8,2018-10-11 08:00:00,565.0,1130.0,2731.0,0.0,0.9495412844036697,0.0,0.0,506.0,218.0,207.0,0.0,11.0,0.0
9,2018-10-11 09:00:00,520.0,1040.0,2776.0,0.21052631578947367,0.9353448275862069,0.6666666666666666,0.125,540.0,232.0,215.0,1.0,14.0,2.0
10,2018-10-11 10:00:00,804.0,1608.0,3202.0,0.0,0.9545454545454546,0.0,0.0,666.0,286.0,273.0,0.0,13.0,0.0
11,2018-10-11 11:00:00,1007.0,2014.0,3639.0,0.12903225806451613,0.9217391304347826,0.5,0.07407407407407407,804.0,345.0,316.0,2.0,25.0,2.0
12,2018-10-11 12:00:00,1244.0,2488.0,4346.0,0.360655737704918,0.9044117647058824,0.6875,0.24444444444444444,950.0,408.0,358.0,5.0,34.0,11.0
13,2018-10-11 13:00:00,1337.0,2674.0,4738.0,0.4516129032258064,0.8903225806451613,0.84,0.3088235294117647,1083.0,465.0,393.0,4.0,47.0,21.0
14,2018-10-11 14:00:00,1434.0,2868.0,4616.0,0.43678160919540227,0.8932461873638344,0.6551724137931034,0.3275862068965517,1068.0,459.0,391.0,10.0,39.0,19.0
15,2018-10-11 15:00:00,1155.0,2310.0,5207.0,0.22222222222222224,0.8914728682170543,0.7272727272727273,0.13114754098360656,1203.0,516.0,452.0,3.0,53.0,8.0
16,2018-10-11 16:00:00,1082.0,2164.0,5146.0,0.2898550724637681,0.9064885496183206,0.9090909090909091,0.1724137931034483,1220.0,524.0,465.0,1.0,48.0,10.0
17,2018-10-11 17:00:00,1363.0,2726.0,5313.0,0.3555555555555555,0.8913857677902621,0.6666666666666666,0.24242424242424243,1243.0,534.0,460.0,8.0,50.0,16.0
18,2018-10-11 18:00:00,1335.0,2670.0,5390.0,0.3304347826086957,0.8605072463768116,0.5757575757575758,0.23170731707317074,1286.0,552.0,456.0,14.0,63.0,19.0
19,2018-10-11 19:00:00,1650.0,3300.0,5457.0,0.46774193548387094,0.8795620437956204,0.5918367346938775,0.38666666666666666,1276.0,548.0,453.0,20.0,46.0,29.0
20,2018-10-11 20:00:00,1116.0,2232.0,5119.0,0.3243243243243243,0.9019607843137255,0.7058823529411765,0.21052631578947367,1187.0,510.0,448.0,5.0,45.0,12.0
21,2018-10-11 21:00:00,879.0,1758.0,4698.0,0.3846153846153846,0.9010309278350516,0.7894736842105263,0.2542372881355932,1130.0,485.0,422.0,4.0,44.0,15.0
22,2018-10-11 22:00:00,918.0,1836.0,4341.0,0.125,0.873015873015873,0.23529411764705882,0.0851063829787234,1027.0,441.0,381.0,13.0,43.0,4.0
23,2018-10-11 23:00:00,900.0,1800.0,4319.0,0.3333333333333333,0.908883826879271,0.5263157894736842,0.24390243902439024,1023.0,439.0,389.0,9.0,31.0,10.0
24,2018-10-12 00:00:00,815.0,1630.0,4284.0,0.2641509433962264,0.9123595505617977,0.5384615384615384,0.175,1036.0,445.0,399.0,6.0,33.0,7.0
25,2018-10-12 01:00:00,748.0,1496.0,4272.0,0.25,0.9187358916478555,0.8571428571428571,0.14634146341463414,1032.0,443.0,401.0,1.0,35.0,6.0
26,2018-10-12 02:00:00,671.0,1342.0,4170.0,0.4,0.946067415730337,1.0,0.25,1036.0,445.0,413.0,0.0,24.0,8.0
27,2018-10-12 03:00:00,606.0,1212.0,3685.0,0.1,0.9019073569482289,0.6666666666666666,0.05405405405405406,856.0,367.0,329.0,1.0,35.0,2.0
28,2018-10-12 04:00:00,445.0,890.0,3275.0,0.125,0.9567901234567902,1.0,0.06666666666666667,754.0,324.0,309.0,0.0,14.0,1.0
29,2018-10-12 05:00:00,326.0,652.0,2942.0,0.1904761904761905,0.9363295880149812,1.0,0.10526315789473684,621.0,267.0,248.0,0.0,17.0,2.0
30,2018-10-12 06:00:00,250.0,500.0,2815.0,0.11764705882352941,0.9402390438247012,0.5,0.06666666666666667,584.0,251.0,235.0,1.0,14.0,1.0
31,2018-10-12 07:00:00,187.0,374.0,2846.0,0.31578947368421056,0.9484126984126984,0.75,0.2,588.0,252.0,236.0,1.0,12.0,3.0
32,2018-10-12 08:00:00,153.0,306.0,2754.0,0.0,0.9572649572649573,0.0,0.0,544.0,234.0,224.0,0.0,10.0,0.0
33,2018-10-12 09:00:00,174.0,348.0,3126.0,0.0,0.9683794466403162,0.0,0.0,588.0,253.0,245.0,1.0,7.0,0.0
34,2018-10-12 10:00:00,295.0,590.0,3185.0,0.1111111111111111,0.9430604982206405,1.0,0.058823529411764705,655.0,281.0,264.0,0.0,16.0,1.0
35,2018-10-12 11:00:00,349.0,698.0,3599.0,0.18181818181818182,0.9725609756097561,1.0,0.1,763.0,328.0,318.0,0.0,9.0,1.0
36,2018-10-12 12:00:00,417.0,834.0,4029.0,0.1142857142857143,0.9201030927835051,0.5,0.06451612903225806,903.0,388.0,355.0,2.0,29.0,2.0
37,2018-10-12 13:00:00,447.0,894.0,4597.0,0.24,0.9583333333333334,0.75,0.14285714285714285,1064.0,456.0,434.0,1.0,18.0,3.0
38,2018-10-12 14:00:00,541.0,1082.0,5447.0,0.3225806451612903,0.9245960502692998,0.9090909090909091,0.19607843137254902,1298.0,557.0,505.0,1.0,41.0,10.0
39,2018-10-12 15:00:00,1023.0,2046.0,5673.0,0.38961038961038963,0.9182608695652174,0.7894736842105263,0.25862068965517243,1341.0,575.0,513.0,4.0,43.0,15.0
40,2018-10-12 16:00:00,1275.0,2550.0,5631.0,0.5714285714285714,0.9370629370629371,0.8571428571428571,0.42857142857142855,1332.0,572.0,512.0,4.0,32.0,24.0
41,2018-10-12 17:00:00,942.0,1884.0,5209.0,0.3,0.8910505836575876,0.75,0.1875,1198.0,514.0,446.0,4.0,52.0,12.0
42,2018-10-12 18:00:00,683.0,1366.0,4557.0,0.3214285714285714,0.9170305676855895,0.9,0.1956521739130435,1066.0,458.0,411.0,1.0,37.0,9.0
43,2018-10-12 19:00:00,744.0,1488.0,4726.0,0.39999999999999997,0.9234042553191489,0.75,0.2727272727272727,1094.0,470.0,422.0,4.0,32.0,12.0
44,2018-10-12 20:00:00,648.0,1296.0,4658.0,0.4262295081967213,0.924892703862661,1.0,0.2708333333333333,1085.0,466.0,418.0,0.0,35.0,13.0
45,2018-10-12 21:00:00,605.0,1210.0,4447.0,0.2380952380952381,0.9269406392694064,1.0,0.13513513513513514,1020.0,438.0,401.0,0.0,32.0,5.0
46,2018-10-12 22:00:00,625.0,1250.0,4070.0,0.19047619047619047,0.9154228855721394,0.8,0.10810810810810811,935.0,402.0,364.0,1.0,33.0,4.0
47,2018-10-12 23:00:00,533.0,1066.0,3903.0,0.4444444444444445,0.9335106382978723,0.9090909090909091,0.29411764705882354,877.0,376.0,341.0,1.0,24.0,10.0
48,2018-10-13 00:00:00,551.0,1102.0,3925.0,0.21621621621621626,0.9232804232804233,1.0,0.12121212121212122,880.0,378.0,345.0,0.0,29.0,4.0
49,2018-10-13 01:00:00,672.0,1344.0,3998.0,0.22222222222222224,0.9135802469135802,0.625,0.13513513513513514,943.0,405.0,365.0,3.0,32.0,5.0
50,2018-10-13 02:00:00,444.0,888.0,3626.0,0.38888888888888895,0.9393939393939394,0.5833333333333334,0.2916666666666667,847.0,363.0,334.0,5.0,17.0,7.0
51,2018-10-13 03:00:00,402.0,804.0,3493.0,0.1904761904761905,0.9504373177842566,0.6666666666666666,0.1111111111111111,800.0,343.0,324.0,1.0,16.0,2.0
52,2018-10-13 04:00:00,239.0,478.0,3172.0,0.2666666666666667,0.9636963696369637,1.0,0.15384615384615385,705.0,303.0,290.0,0.0,11.0,2.0
53,2018-10-13 05:00:00,185.0,370.0,2759.0,0.16666666666666669,0.9604743083003953,1.0,0.09090909090909091,589.0,253.0,242.0,0.0,10.0,1.0
54,2018-10-13 06:00:00,160.0,320.0,2574.0,0.0,0.9484978540772532,0.0,0.0,541.0,233.0,221.0,1.0,11.0,0.0
55,2018-10-13 07:00:00,117.0,234.0,2730.0,0.0,0.9411764705882353,0.0,0.0,555.0,238.0,224.0,3.0,11.0,0.0
56,2018-10-13 08:00:00,120.0,240.0,2645.0,0.25,0.9736842105263158,1.0,0.14285714285714285,532.0,228.0,221.0,0.0,6.0,1.0
57,2018-10-13 09:00:00,118.0,236.0,2546.0,0.0,0.9822222222222222,0.0,0.0,522.0,225.0,221.0,1.0,3.0,0.0
58,2018-10-13 10:00:00,181.0,362.0,2890.0,0.5882352941176471,0.9730769230769231,1.0,0.4166666666666667,605.0,260.0,248.0,0.0,7.0,5.0
59,2018-10-13 11:00:00,246.0,492.0,3145.0,0.07692307692307693,0.916083916083916,0.5,0.041666666666666664,666.0,286.0,261.0,1.0,23.0,1.0
60,2018-10-13 12:00:00,370.0,740.0,3506.0,0.2962962962962963,0.9391025641025641,0.8,0.18181818181818182,727.0,312.0,289.0,1.0,18.0,4.0
61,2018-10-13 13:00:00,594.0,1188.0,4036.0,0.4615384615384615,0.9455958549222798,1.0,0.3,900.0,386.0,356.0,0.0,21.0,9.0
62,2018-10-13 14:00:00,502.0,1004.0,4307.0,0.358974358974359,0.9423963133640553,0.5833333333333334,0.25925925925925924,1010.0,434.0,402.0,5.0,20.0,7.0
63,2018-10-13 15:00:00,447.0,894.0,4553.0,0.4651162790697674,0.9481981981981982,0.9090909090909091,0.3125,1035.0,444.0,411.0,1.0,22.0,10.0
64,2018-10-13 16:00:00,482.0,964.0,4700.0,0.20833333333333331,0.9162995594713657,0.8333333333333334,0.11904761904761904,1058.0,454.0,411.0,1.0,37.0,5.0
65,2018-10-13 17:00:00,605.0,1210.0,4467.0,0.32558139534883723,0.9334862385321101,0.875,0.2,1017.0,436.0,400.0,1.0,28.0,7.0
66,2018-10-13 18:00:00,419.0,838.0,4365.0,0.1142857142857143,0.927570093457944,0.2857142857142857,0.07142857142857142,997.0,428.0,395.0,5.0,26.0,2.0
67,2018-10-13 19:00:00,292.0,584.0,4125.0,0.12121212121212122,0.928921568627451,1.0,0.06451612903225806,950.0,408.0,377.0,0.0,29.0,2.0
68,2018-10-13 20:00:00,315.0,630.0,4244.0,0.21428571428571425,0.9462102689486552,1.0,0.12,954.0,409.0,384.0,0.0,22.0,3.0
69,2018-10-13 21:00:00,292.0,584.0,4253.0,0.28571428571428575,0.9429223744292238,0.5555555555555556,0.19230769230769232,1020.0,438.0,408.0,4.0,21.0,5.0
70,2018-10-13 22:00:00,423.0,846.0,3837.0,0.3125,0.9438775510204082,0.8333333333333334,0.19230769230769232,913.0,392.0,365.0,1.0,21.0,5.0
71,2018-10-13 23:00:00,496.0,992.0,4028.0,0.16,0.9467005076142132,1.0,0.08695652173913043,919.0,394.0,371.0,0.0,21.0,2.0
72,2018-10-14 00:00:00,383.0,766.0,3773.0,0.15384615384615383,0.9422572178477691,0.6666666666666666,0.08695652173913043,886.0,381.0,357.0,1.0,21.0,2.0
73,2018-10-14 01:00:00,416.0,832.0,3812.0,0.11764705882352941,0.9602122015915119,0.5,0.06666666666666667,879.0,377.0,361.0,1.0,14.0,1.0
74,2018-10-14 02:00:00,366.0,732.0,3627.0,0.25,0.9668508287292817,1.0,0.14285714285714285,843.0,362.0,348.0,0.0,12.0,2.0
75,2018-10-14 03:00:00,266.0,532.0,3409.0,0.21052631578947367,0.9553571428571429,1.0,0.11764705882352941,781.0,336.0,319.0,0.0,15.0,2.0
76,2018-10-14 04:00:00,195.0,390.0,3152.0,0.33333333333333337,0.9739413680781759,1.0,0.2,716.0,307.0,297.0,0.0,8.0,2.0
77,2018-10-14 05:00:00,142.0,284.0,2851.0,0.0,0.969811320754717,0.0,0.0,617.0,265.0,257.0,0.0,8.0,0.0
78,2018-10-14 06:00:00,88.0,176.0,2687.0,0.4615384615384615,0.9714285714285714,1.0,0.3,569.0,245.0,235.0,0.0,7.0,3.0
79,2018-10-14 07:00:00,111.0,222.0,2425.0,0.15384615384615385,0.9539748953974896,1.0,0.08333333333333333,555.0,239.0,227.0,0.0,11.0,1.0
80,2018-10-14 08:00:00,68.0,136.0,2339.0,0.0,0.9754901960784313,0.0,0.0,474.0,204.0,199.0,0.0,5.0,0.0
81,2018-10-14 09:00:00,58.0,116.0,2492.0,0.0,0.9631336405529954,0.0,0.0,504.0,217.0,209.0,2.0,6.0,0.0
82,2018-10-14 10:00:00,71.0,142.0,2720.0,0.0,0.9787234042553191,0.0,0.0,548.0,235.0,230.0,0.0,5.0,0.0
83,2018-10-14 11:00:00,137.0,274.0,2879.0,0.1818181818181818,0.9660377358490566,0.5,0.1111111111111111,618.0,265.0,255.0,1.0,8.0,1.0
84,2018-10-14 12:00:00,240.0,480.0,3289.0,0.18181818181818182,0.9439252336448598,1.0,0.1,747.0,321.0,301.0,0.0,18.0,2.0
85,2018-10-14 13:00:00,875.0,1750.0,3829.0,0.4,0.9537275064267352,0.8571428571428571,0.2608695652173913,906.0,389.0,365.0,1.0,17.0,6.0
86,2018-10-14 14:00:00,1256.0,2512.0,4228.0,0.3050847457627119,0.9009661835748792,0.6428571428571429,0.2,966.0,414.0,364.0,5.0,36.0,9.0
87,2018-10-14 15:00:00,1938.0,3876.0,4687.0,0.34285714285714286,0.9041666666666667,0.6,0.24,1118.0,480.0,422.0,8.0,38.0,12.0
88,2018-10-14 16:00:00,1167.0,2334.0,4525.0,0.392156862745098,0.9321663019693655,0.8333333333333334,0.2564102564102564,1066.0,457.0,416.0,2.0,29.0,10.0
89,2018-10-14 17:00:00,1136.0,2272.0,4561.0,0.2857142857142857,0.9164926931106472,0.8888888888888888,0.1702127659574468,1117.0,479.0,431.0,1.0,39.0,8.0
90,2018-10-14 18:00:00,1159.0,2318.0,4655.0,0.16666666666666669,0.8975409836065574,0.45454545454545453,0.10204081632653061,1138.0,488.0,433.0,6.0,44.0,5.0
91,2018-10-14 19:00:00,1002.0,2004.0,4938.0,0.13043478260869565,0.9207920792079208,0.75,0.07142857142857142,1178.0,505.0,462.0,1.0,39.0,3.0
92,2018-10-14 20:00:00,841.0,1682.0,4559.0,0.3461538461538462,0.9279661016949152,0.75,0.225,1099.0,472.0,429.0,3.0,31.0,9.0
