,datetime,gv_size,non_gv_size,tf_idf_size,f1_score,accuracy,precision,recall,train_size,test_size,TP,FP,TN,FN
93,2018-10-14 21:00:00,836.0,1672.0,4353.0,0.29629629629629634,0.9144144144144144,0.6153846153846154,0.1951219512195122,1035.0,444.0,398.0,5.0,33.0,8.0
94,2018-10-14 22:00:00,658.0,1316.0,3974.0,0.18604651162790695,0.9122807017543859,1.0,0.10256410256410256,930.0,399.0,360.0,0.0,35.0,4.0
95,2018-10-14 23:00:00,651.0,1302.0,3722.0,0.10810810810810811,0.9117647058823529,0.6666666666666666,0.058823529411764705,871.0,374.0,339.0,1.0,32.0,2.0
96,2018-10-15 00:00:00,608.0,1216.0,3779.0,0.43243243243243246,0.9460154241645244,0.8888888888888888,0.2857142857142857,906.0,389.0,360.0,1.0,20.0,8.0
97,2018-10-15 01:00:00,876.0,1752.0,4030.0,0.3846153846153846,0.9215686274509803,0.8333333333333334,0.25,949.0,408.0,366.0,2.0,30.0,10.0
98,2018-10-15 02:00:00,1322.0,2644.0,4089.0,0.2380952380952381,0.9221411192214112,0.8333333333333334,0.1388888888888889,959.0,411.0,374.0,1.0,31.0,5.0
99,2018-10-15 03:00:00,969.0,1938.0,3652.0,0.33333333333333337,0.9393939393939394,1.0,0.2,922.0,396.0,366.0,0.0,24.0,6.0
100,2018-10-15 04:00:00,571.0,1142.0,3141.0,0.42424242424242425,0.9368770764119602,1.0,0.2692307692307692,700.0,301.0,275.0,0.0,19.0,7.0
101,2018-10-15 05:00:00,350.0,700.0,2795.0,0.21052631578947367,0.9416342412451362,1.0,0.11764705882352941,598.0,257.0,240.0,0.0,15.0,2.0
102,2018-10-15 06:00:00,283.0,566.0,2672.0,0.4,0.9739130434782609,0.6666666666666666,0.2857142857142857,534.0,230.0,222.0,1.0,5.0,2.0
103,2018-10-15 07:00:00,245.0,490.0,2817.0,0.13333333333333333,0.9458333333333333,1.0,0.07142857142857142,560.0,240.0,226.0,0.0,13.0,1.0
104,2018-10-15 08:00:00,196.0,392.0,2505.0,0.3076923076923077,0.9563106796116505,1.0,0.18181818181818182,480.0,206.0,195.0,0.0,9.0,2.0
105,2018-10-15 09:00:00,247.0,494.0,2578.0,0.5333333333333333,0.9688888888888889,1.0,0.36363636363636365,523.0,225.0,214.0,0.0,7.0,4.0
106,2018-10-15 10:00:00,336.0,672.0,2914.0,0.0,0.9566929133858267,0.0,0.0,592.0,254.0,243.0,1.0,10.0,0.0
107,2018-10-15 11:00:00,608.0,1216.0,3362.0,0.06896551724137931,0.9108910891089109,0.3333333333333333,0.038461538461538464,704.0,303.0,275.0,2.0,25.0,1.0
108,2018-10-15 12:00:00,624.0,1248.0,3871.0,0.4285714285714286,0.9344262295081968,0.6428571428571429,0.32142857142857145,851.0,366.0,333.0,5.0,19.0,9.0
109,2018-10-15 13:00:00,570.0,1140.0,4585.0,0.25806451612903225,0.8963963963963963,0.8,0.15384615384615385,1033.0,444.0,390.0,2.0,44.0,8.0
110,2018-10-15 14:00:00,601.0,1202.0,4562.0,0.20689655172413793,0.9487750556792873,0.5,0.13043478260869565,1047.0,449.0,423.0,3.0,20.0,3.0
111,2018-10-15 15:00:00,647.0,1294.0,5003.0,0.37837837837837834,0.9517819706498952,1.0,0.23333333333333334,1113.0,477.0,447.0,0.0,23.0,7.0
112,2018-10-15 16:00:00,850.0,1700.0,5279.0,0.18867924528301885,0.9174664107485605,1.0,0.10416666666666667,1213.0,521.0,473.0,0.0,43.0,5.0
113,2018-10-15 17:00:00,688.0,1376.0,5075.0,0.37735849056603776,0.9342629482071713,1.0,0.23255813953488372,1171.0,502.0,459.0,0.0,33.0,10.0
114,2018-10-15 18:00:00,840.0,1680.0,4849.0,0.32727272727272727,0.921443736730361,0.6428571428571429,0.21951219512195122,1098.0,471.0,425.0,5.0,32.0,9.0
115,2018-10-15 19:00:00,1098.0,2196.0,5092.0,0.27906976744186046,0.939922480620155,1.0,0.16216216216216217,1204.0,516.0,479.0,0.0,31.0,6.0
116,2018-10-15 20:00:00,724.0,1448.0,4861.0,0.17543859649122806,0.9040816326530612,0.8333333333333334,0.09803921568627451,1143.0,490.0,438.0,1.0,46.0,5.0
117,2018-10-15 21:00:00,671.0,1342.0,4379.0,0.10526315789473684,0.9229024943310657,1.0,0.05555555555555555,1027.0,441.0,405.0,0.0,34.0,2.0
118,2018-10-15 22:00:00,545.0,1090.0,4470.0,0.6274509803921569,0.9571106094808126,0.8421052631578947,0.5,1033.0,443.0,408.0,3.0,16.0,16.0
119,2018-10-15 23:00:00,733.0,1466.0,4193.0,0.19999999999999998,0.9239904988123515,0.8,0.11428571428571428,982.0,421.0,385.0,1.0,31.0,4.0
