,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
10,allowed,clean,safe,encouraging,telling,starters,judge,shoot,halt,ne,ich,weine,info,rancherhills,laws,haha,liberal,discharge,shooting,nice,americans,referring,sethrich,classes,reduce,2a,respect,fucking,blame,drill,guns,civil,ist,rein,anzeige,maybe,accidental,hillaryclinton,part🌊🌊🇺🇸❤️💪🏼🇺🇸❤️🌊,list,lucywins2018,advice,vote,stupid,parents,marcorubio,please,sucks,woman,
11,shootings,cities,stricter,murders,plus,inciting,hillary,strap,worthy,advocate,miles,yet,staying,quietand,congress,shelter,students,your…,checks,police,shooting,comment,gender,yikes,fake,part,nra,laws,exactly,wild,"lockdown
active",resist,problem,senrobportman,party,guy,promoting,prevent,kanye,we’re,dckhead,,guns,impact,cis,im,😃👍,👍👍👍,imagine,vote
12,statement,donate,needs,dumber,remake,pay,dr,police,work,voted,support,running,to…,situations,kanye,sent,dloesch,sarahksilverman,nothing,reduce,nra,idea,connecticut,meizel,hillaryclinton,cruncham,eric,holder,sack,country,wewillvote,wearethemob,schools,healthy,making,actual,important,guns,vote,nuts,,timeline,numbers,voteblue,aint,chicago,fuck,delusional,join,advocating
13,needed,timely,gender,stop,kamalaharris,dumb,county,stafford,fight4afuture,runnin,laws,never,fredguttenberg,t…,2018,student,even,eric,seat,armstrong,control,ny1,shame,wevoteoutrepublicans,situation,fucking,va07deservesbetter,va07,fear,gop,remember,outwithgop,we’re,guns,angry,runner,apology,onion,training,drill,wearethemob,ericholder,man,educators,parklandnewtownlasvegas,chelzzayy,gunreformnow,grrrr,words,vote
14,crying,used,brad,saying,selection,holder,politician,advice,gender,care,buy,ampvote👍🏽,infront,jagratishukla29,emerges,reduce,seeing,pray,trans,there’s,city,many,talk,brutality,police,chi,fuck,running,drill,child,wrong,vote,excellent,natural,fuckin,minstrel,stfu,drills,guns,trained,,chicago,consider,well,mdrrr,cooooooooooooooooooooooooooooooooon🎶🎵🎶,hahahahahahahaha,anyways,huh,die
15,calling,prayers,fight,prevention,children,important,dropped,hello,americans,domestic,owners,stops,hero,boss,kids,child,realdonaldtrump,flotus,scary,hollywood,using,leftwing,grows,inevitably,died,blew,kidding,guns,dude,seen,infringed,jobs,yup,pissed,chicago,ugly,word,read,,vote,drill,steve,messed,scumbag,nra,lawsuit,leaderofthemob,randpaul,"nationalcomingoutday
disarmhate",mikelevin
16,violence…,antigun,school,unique,fredguttenberg,wasnt,criminal,happned,asking,snake,concerned,okayalso,be…,money,darpa,shelter,solved,newtownaction,depend,a…,violent,situation,runner,s…,responsible,guns,training,imao,die,control,survivors,momsdemand,kanye,song,history,kick,chicago,schools,worried,kicked,children,work,laws,crime,inotherwords,vote,sorrywhat,"truth💯
gunsense
govote🇺🇸",less,gender
17,candidates,prevention,probably,end,supporters,kendrick,marcel,backwards,jobs,water,obviously,close,nra,taken,in…,droctagon,lgbtq,"rights
is",getoutthevote,holder,talking,law,l…,democrats,,matter,speak,story,problem,must,numbers,power,shooting,country,umm,biafra,partner,dats,guns,rational,yesssssssssssssssssssssssssssssss,dayofthegirl,russians,fuck,hole,odd,training,prison,chicago,house
18,sad,foxnews,oval,yes,advocate,runner,247,drill,reduce,furious,o…,americans,well,humanity,capital,não,mentiu,larryelder,lots,said,nra,dumbass,exploitation,country,markerelli,momsdemand,correctly,cho,kanye,❤️❤️🇺🇸🇺🇸,guns,sauce,disarmhate,stop,,chicago,angrydemocratmob,specially,philandocastile,🐐🐐🐐🐐,wtf,ricagv1,stfu,arpacfr,🧡🧡🧡,tds,damn,incredible,100,moron
19,"range

no",stupidity,hahaha,stands,gamer,redpilled,robprovince,convince,democrats,ill,facts,running,bafoon,,leave,problem,a…,based,republicans,solders,what’s,foxnews,iq,murdered,vote,chicago,😂😂😂,donaldjtrumpjr,2adefender,dvssc2018,wow,nra,dragon,onion,rights,actual,man,🙄😦,😶😶😶😶,okurrrr,boom,gottem,lmaaaaaaoooooooooooooooo,amen,hell,right,training,true,exactly,kanye
20,illegal,issue,use,honored,2a,rates,super,amendment,important,america,amen,preaching,students,ericholder,teller,omgkanye,runner,wrong,article,fightontwist,white,kanye,schools,tweet,stun,chicago,carry,ye,centrism,surreal,thing,legal,involved,bs,cares,based,radical,shooting,seriously,laws,true,techchauvinism,kanyewest2024,,🤬😡😡🤬😡🤬😡🤬,👏👏👏👏,thiccdio,gets,kanyewest,guns
21,focused,part,talking,ward,leaders,issues,people,folks,damn,simulation,tappin,schools,actual,guns,election,meddling,dloesch,blackgunsmatter,"course
majtoure",100,seriously,trump’s,nra,jonburnside,issue,barackobama,invasion,islamic,guarantee,focus,hammerdown,wdbj7,redwave2018,kaynewest,truthbetold,wsls,ericholder,dobetter,🙃🙃🙃,came,correct,tweet,kanye,disgusted,chicago,facts,maga,scpschools,woah,wow
22,th…,kids,dear,superintendent,vibes,warrior,artwork,speak,guns,world,ie,gang,shoot,divide,gender,training,in…,fox,,gop,students,idiots,stevewestly,armys,keeps,america,many,nra,care,lost,kesha,acceptable,pro2a,huh,chicago,lol,true,lmfaooo,yo,excuse,lmaooooooo,21851,😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭,💖🌈💗🌈💙🌈😘🌈💜🌈🌟,icon,yikes,lololol,lmfaoooooooooooooooooooooooo,yes,❤️
23,visionzero,candidates,shawn,speak,trans,student,tried,word,florida,really,beam,safety,jessdontstop,benghazi,schools,worse,idol,prouder,woke,talking,trigger,control,boy,yup,"stupid

gunsense",i’d,againfuck,⬇️,says,therealstylesp,kanye,shes,exactly,school,die,doin,runner,running,horrible,illinois,love,nutshell,guns,❤️❤️❤️,scared,vote👇,fitzfox5dc,embarrassing,🔥🔥🔥🔥,
24,isthis,jokin,ripstop,violencechange,regulations,ag,heart,states,resources,iamcanuck,soledadobrien,teenage…,indian,causes,right,action,officers,lfccws,employer,preparedness,chicago,moms,twill,illegal,20,ready,nra,judge,released,brucerauner,guns,gang,demand,song,brother,losing,breaks,ilgovdebate,powerful,surviving,fact,he’s,tedcruz,fend,truth,yep,,bluewave,seattle,onwardtogether
25,ward,🤷🏻‍♀️,amo,lo,hiding,siri”,"silence

active",charts,explained,guncontrol,endgunviolence,i’ve,abusive,leaving,option,lockerstuffing,emergency,us,leading,lost,parents,lives,depend,superb,students,safeampamp,confused,scapegoat,solutions,voteoutnraboughtpiticians,america,vote,guns,funniest,nra,betofortexas,commonsensegunlaws,repchrissmith,losecruz,liar,"doesn’t
but",toters,ericholder,shame,gunsense,owned,care,international,,idiot
26,lived,domestic,furious,fast,yeah,she’s,chicago,washington,also,west,listening,hi,t…,beto,loudness,huge,madlibs,resentment,years,"all
additup",platform,uses,shawnmendes,guns,exercise,escc,held,ending,cutei’m,ericholder,victims,needs,goes,democrats,impacts,stevescalise,us,end,earth,campus,lock,advocate,"gun
running",yes,problem,brucerauner,abs5,💃🕺🏾,thread,sexy
27,ears,dloesch,legally,breaking,lawful,songmarkerelli,powerful,losing,gunna,nra,i…,datheetjoella,yes—it,repetitive,hearing…,sorry,actors,movies,suing,sperm,billclinton,contribute,mothers,illinois,stop,deaf,shot,lost,brother,realdonaldtrump,owners,,salesman,outdo,anartdecodiva,unpreventable,awesome,flow,mexico,guns,sheep,sheepdog,drill,kharyp,shawnmendes,yes,runner,orlandorememerspulse,mimiwaltersca,damn
28,eric,promotes,"runner
lets",shot,two,doesnt,action,residents,nra,kimkardashian,nut,kenya,she’s,guns,injures,suburb,wisconsin,shaken,bury,victims,county,boy,reform,youth,educating,module,training,mwashburnart,bet,zombieapocalypse,proud,leaders,,student,excited💖💖💖,soooo,youuu,andd,job,chicagos,chicago,shawn,seattle,dloesch,ridiculous,fuck,"e
d",rekt,runner,angrydemocratmob
29,gang,community,comments,brought,season,kids,mentions,criminal,urban,jim,tied,thoughts,telepathic,loosely,messed,fake,poor,awful,killed,year…,toronto,reason,fail,implied,lives,last,definitely,gavinfree,promoting,wheres,steryotypical,obama,deaths,crimeviolencegun,guns,law,svu,29,kid,mentioned,tweets,saveamerica,votered,votedemout,others,boot,fightvoteredmidterms2018,kanye,,👇🏾
30,right,boy,least,low,sit,trans,student,alone,drill,wounded,thursday,slain,residents,seen,violent,fact,resistance,ag,way,liked,unimaginable…,pray,child,fucking,illegal,discriminate,stupid,soledadobrien,building,problem,americans,petition,sign,school,secondammendment,gunrights,please,thomas1774paine,121817,pursuit,appeal,nov,vote,chicago,emotion,stop,lordwaifuisback,deserved,abolishthesecond,2018
31,pickxel3,that…,participating,bigotry,kid,stopped,bathroom,accidents,jjturnupdamusic,alexvanstone,try…,advocating,holder,racist,course,runner,chriscuomo,trump,"block
•
philadelphia…","pressplay
•
meanwhile","northphiladelphia
•
the",third,shooting,problem,tumblerette,pronoun,learn,"bigot
vs
dodge",imagine,shithole,literate,barely,threats,knows,ownership…,kanye,end,leaders,odds,response,nra,debate,bullets,chicago,everytown,donate,,strip,gt,lmaoooooooooooooooooo
32,theres,abc,wing,hang,earth,roped,wedding,bomb,threat,mission,supposed,l…,reasons,barracks,wamagaisa,support,ptsd,survivor,suffer,kept,knife,student,political,al,"carpone

the",people…,hand,transgender,drill,sure,“active,situation”,lissandravilla,jessieopie,“infrastructure”,celebrities,involved,sphere,mess,parents,unacceptable,shunned,realize,lot,welltheres,edwinortizzz,anarchist,ericholder,lancaster,
33,issue,host,seizure,domestic,cases,change,local,prevent,slain,suntimes,thursday,linhbuiwjz,on…,wjz,unhingedleft,tried,gop,baseball,becau…,real,country,guess,inside,weird,dream,supermodels,supervisor,was…,safety,studied,t…,role,wfpd,seminar,kauz,edufiveseminarnews,human,candidates,spot,‘active,school,debate,small,come,chicago,💗💗💗,he’s,condone,🤢🤢🤢🤬,icymi
34,talented,singersongwriter,markerelli,conservatives,control,looking,logo,"
would",unthinker,brainless,stupid,dangerous…,dudes,period,ethical,closest,receive,technology,berks,shannonrwatts,seewont,owner,bel…,diehl,drill,student,guns,song,portfolio,"businesscard


order","


see",police,arm,mantel,fellow,room,conversation,roundtable,interested,participating,artists,nra,seminar,history,solution,host,wfpd,found,kanye,amen
35,runner,bldg,liberal,trainingbut,tacticalreview,future,ctvnews,reducing,abo…,crime,thirteencanuck,bathr…,yelled,searching,exercise,west,fake,wfpd,seminar,kauz,edufiveseminarnews,host,training,drill,asked,rounds,nra,momsdemand,abt,city,wounded,thursday,guns,chicago,clinton,powerful,students,invest,illegal,guess,donaldjtrumpjr,plans,song,help,realdonaldtrump,kanye,ericholder,🇨🇦,☮️ 👍🏻,mma
36,knows,ericholder,democrat,wants,calm,urges,held,runner,history,kids,isihpodcast,interes…,secondamendment,con…,shootings,mass,cycle,momsdemand,around,se…,realdonaldtrump,fire,aqui,quero,isso,não,health,mattxred,every,idiot,kanye,stevescalise,marcorubio,senatemajldr,foxandfriends,violence…,faculty,,nra,hobby,bangers,causality,correlation,cities,sanctuary,guns,outraged,voteblue,maga,awesome
37,smell,painful,"

especially",attack,mass,hit,chicagomurdercount,chuckwoolery,associated,rates,increasing,danmoore1969,community,song,tired,shooting,blaming,mentally,ignorant,incident,wounded,children,shut,ericholder,p…,drills,vote,running,talking,communist,fuckers,godless,democratic,trump,chicago,fuckthenra,needs,hook,sandy,guns,vital,incredible,"
nora","gunreformnow
vote",powerful,meds,,nra,voteforourlives,archive
38,mob,petulant,kesha,gaypatriot,crime,tapper,factchecks,low,weren’t,bad,school,kanye,your school,benchten,aimeemann,georgetakei,cycle,beings,studentshuman,“other,thursday,meeta,schools,children,inciting,thoughts,prevention,ericholder,vicious,march,jay,lives,ask,guys,america,prayers,embodies,training,killed,guns,sister,thetinydiplomat,song😭,chicago,racism,chad,powerful,things✨✨this,fuck,marchforourlives
39,history,knife…,democratic,korea,what…,hiroshima’s,argument,scalise,niggas,crap,appalling,45000,incidents,memories,no…,communities,war,illegal,hollywood,research,laws,response,advocating,known,racist,swear,weedymcsmokey,gunlady,democrat,davidhogg111,brilliance,shouldn’t,commie,says,violent,silly,telling,bring,indytenpoint,charlesharriso5,laughing,truth,training,socialistville,hacklady,soledad,👍👍💯💯,scary,true,dloesch
40,kickstarter,support,th…,demand,column,lives,readiness,surveillance,closer,crime,bunch,creative,do…,cities,realdonaldtrump,hey,yes,lady,loving,libs,soledadobrien,stuff,businesses,insurance,dloesch,prayers,reduce,gang,talk,drill,words,antigunviolence,chicago,tr,"violence

never",area,police,guns,austin,commonsense,guncontrol,dana,hearing,silly,,katiecouric,thisiswhyimademocrat,onlyluthor,👇👇👇👇,"gunsfreedom

liberalsfascism"
41,luluvotesblue,fredguttenberg,wiunion,wiright,teamtrace,davidfrum,maga,dnlnss,fool,problem,gu…,mikezabel,pennsylvania,wonderful,drill,old,daca,where’s,share,gelles,sasyecat,prevention,son,excellent,ding,khanoisseur,betoorourke,children,potus,cycle,guns,alinaiv,louie,aaahh,melsloop,corybooker,chasejarvis,kids,laws,tomfitton,dloesch,nra,chicago,nickiknowsnada,news,👍👌,voteforourlives,onstar,nbcpolitics,fucked
42,soledadobrien,hallway,irishicesp,sol…,tucson,kesharose,mp,viraniarif,o…,be…,safe,shooting,fight,students,children,well,chicago,till,endless,reasons,moving,lead,surviving,somebody,news12nj,offends,promotes,student,li…,wtf,republicans,schools,vote,brainwashed,state,destruction,mob,prevention,presentation,guns,frieghtening,"wow
this",we’re,me🤷🏾‍♂️,fat,kesha,said,true,dloesch,drills
43,ugly,deadly,combination,nra,weapons,domestic,enthusiasm,operation,made,soledad,abused,to…,means,piersmorgan,students,happened,reason,intended,wouldnt,midterm,emma4change,marchforourlives,votenovember6th,kids,role,guntotingmoll,🗣amp,equilibrium,nash,children,rarted,choose,chika,training,huh,soledadobrien,va,1007,doesnt,context,wow,um,leader,chadfelixg,👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼,exactly,💔💔💔💔,thread,coats,dab
44,emma4change,families,situation,gu…,treecarverbill,yo…,affects,krizzi3,considering,expectus,marchforourlives,voteforourlives,youth,partnership,maddowblog,chrislhayes,maddow,lawrence,domestic,dems,stevescalise,viol…,exercise,students,response,drill,stockpile,fuckthenra,military,killed,connecticut,recognized,bergergirvalo,lives,gunviolence,gets,,kesha,experience,joining,piersmorgan,music,meth,pipe,party,guns,training,❤️,2adefenders,dloesch
45,lie,cranley,load,murdered,wrote,repteddeutch,friendship,multiple,"reality

270","9

131270",usa,training,viole…,invest,oldmanebro,sajadfazahir,response,emma4change,nra,meth,xanax,command,police,reporting,history,and…,lives,relevant,global,owners,american,shootings,support,charter,worst,threatening,another,solution,dloesch,school,oldie,stevenjduffield,economist,mapping,found,isn’t,guns,believechicago,attemployee,sheroes
46,innocent,authoritari…,letting,known,worried,schoolers,roams,halls,violence…,governortomwolf,dreamer,numb,broke…,"sobbing

i",congressional race,weighs,prevention,hashtags,bookofkatherine,dineshdsouza,josephwhite5150,law,domestic,chicago,"reality

270",groups,trigger,impactful,warning,emma4change,old,never,first,lives,votenovember6th,guns,group,kesha,gets,children,reduce,brings,jeniferlewis,lady,silly,cities,seconds,lol,enough,wat
47,reduce,seeks,group,death,shut,dana,loesch,voteblue,anna63,realjameswoods,reported,shout,kesha,threatened,chicago’s,glory,nobel,militia,regulated,methinks,shannon,expectus,america,lady”,“silly,goes,point,victims,honoring,tears,lives,seems,killed,omg,vote,cycle,laws,armament,wtaf,everytown,suicide,end,nra,threats,soledadobrien,hi,emma4change,❤️emma4change,styx666official,mob
48,youth,mrcolionnoir,since,brother,thou,shall…,asking,housedemocrats,mslmimmgrnt,suppose,bring,2008,events,cdc,gunviolence,report,family,unacceptable,thats…,trained,kindergarteners,absolutely,domestic,shooting,others,cycle,mad,policy,130,reform,jpags,chicago,song,victims,join,snapped,lmao,momsdemand,kesha,2a,power,beautiful,smfh,,dana,nra,votenovember6th,endgunviolence,gabby,sillygunlady
49,labe,molon,commit,child,affected,consensus,fighting,include,survivors,asked,"do

💪🏼🇺🇸✊🏼
❤️✌🏼🙏🏼","
momsdemand",shannonrwatts,"

thank",ready,kanye,domestic,guy,motherfucker,sense,health,emma4change,problems,trueamerica1st,trevorsoi,i…,works,shame,treating,absurd,poisoned,funny,weird,soledadobrien,thought,2a,schools,bro,dumpsterfire45,said,die,mouth,momsdemand,infatuated,correct,"wrong

not",guns,,😏🙄😢,vote
50,ugly,coyote,kindergarten,training,part,"death



were",tw,appropria…,another,ballad,debuts,vote,brought,weighs,prevention,congressional,victims,would,toronto,grateful,takes,teachers,safe,kesha,antigun,celebrity,school,"antifa

sit",wing,terrorist,2nd,needs,thespian🤷🏻‍♀️,song,rights,fucking,amazing,woman,country,broken,zensoul,wellregulated,fool,"well

cont",young,lol,"go
listen",america,emma4change,
51,shutupkanye,readabook,📚📚📚,walla,fight…,passed,register,security,schools,putting,situations,students,intersections,domestic violence…,deadly,simulationim,minute,plays,films,c…,flourish,sexy,school,help,march,riveting,keshas,lives,children,selfies,omarabdullah,grandchildren,beung,murdered,near,even,thats,training,xboxone,xbox,event,stuck,hillsboro,momsdemand,situation,pipe,meth,,true,fredguttenberg
52,create,33000,change…,teach,mrcolionnoir,nratv,vote…,tedcruz,momsdemand,candidates,sor…,ashu21ster,silly,responsible,gautamgambhir,chooses,march,cycle,vicious,school,wonder,antigun,bills,marcmolinaro,root,liked,children,here’s,progressofakind,hillaryclinton,enjoyed,legacy,potus45,71year,weapon,semiautomatic,an…,nra,mexico,bury,chicagos,teachers,film,americans,victims,chicago,short,guns,unacceptable,👏🏿👏🏿👏🏿🔥🔥🔥
53,signs,wolf,gov,potus,jobs,go,lost,libertyhangout,"violence
video",disheartening,backpack,backwards,hug,infuriated…,wave,brazil,videos,ganging,o…,children,pr…,ethnicitys,theview,ending,chicago,support,drill,students,draws,swine,didn’t,nratv,sho…,inflammatory,arekicking,weeks,kjr1963,c4yerself,mistakenly,officer,texas,realdonaldtrump,krystinaarielle,2018,telling,niece,🙏🏽,,control,nutshell
54,rising,many,want…,transgender,virginia,drill,important,voting,molinaro,root,control,bills,black,gonzalez,variety,honoring,emma,victims,tears,students,crowded,trauma,related,places…,lot,white,delaneytarr,falsely,schools,asserting,googlealerts,fight,hide,run,preparing,protesting,given,says,cop,duty,fife,barney,wtf,agreed,emma4change,balls,suck,flattery,yes,"☀️️　　

🏦🏦🏟️🏦🏬🏬🏗️🏢🏦🏬🏢🏟️
😟🙄😧😢😤😒😣🤤😑👮🏼‍♀️🚙🚕🚗
😞☹️🤔🙁😵😲😦😑👮🏿‍♀️🚕🚕🚚🚌
😤😩😖😦😞😲😯😟☹️👮🏼‍♀️🚚🚐🚗
🏢🏢🏢🏛️🏢🏢🏢🏨🏛️🌳🏛️🏢
stop"
55,allow,convoluted,violence…,humbly,minutes,"deficit
not","all
reduce",healthcare,"wall
beautiful",vacati…,bopinion,okay,hat,oompa,loompas,wiff,amuuurikkka,reminder,attended,condo…,strong,residents,community,smirky,ass,stand,stopandfrisk,"chicago

president…",memo,donald,prescribe,yorker,kanye,antigun,joint,burger,situation,theres,guns,kesha,song,west,video,meaningful,pursuit,121817,grandparents,policy,lol,vote
56,researchand,appropriate,prohibit,politicians,y…,saying,allegation,sorry…,hasanthehun,mensa,murdered,due,addressing,xs,past,brandyshp,governmen…,difference,hundredsthousands,die,march,keshas,repeat,highlight,vicious,cycle,lives,kherman112,quinlankeaton,agree,stricter,low…,population,nuts,conspiracy,races,blacks,murders,adamwhite720,commit,color,murderers,communitysols,undagroundaward,factual,awareness,ignored,nations,lack,children
57,talk,hoping,police,fb,because…,immediately,silenced,gutteridge44,icepam,snp,country,hotbed,topic,certainly,2nd,rights,amendment,online,love,students,walk,across,denver,herald,let’s,pcp,cuz,tried,subdue,h…,"
just",stupid,produce,dems,equally,horrific,outcomes,chic…,talked,thecrazyswthrt,yegcanadian83,save,prote…,resistance,end,someone,fight,knife,bringing,much
58,ending,4socialdemus,dan40932365,franklingraham,oliver,politicians,skewers,mental,illness,john,marching,"aimlessly

just",protesting,itsrjhill,fight,sense,arizona,candidates,events,volunteer,playlist,ignorant,of…,choosen,society,gain,mehboobamufti,us,kids,watch,theresistancevotes,wearetheresistance,emma4change,msdstrong,🦊🔥🌊🌊🌊🇺🇸,guns,realjameswoods,laws,gun…,bring,afraid,tour,film,short,filmmakers,aawic,antigun,citizen,response,
59,abuser,convicted,and…,hides,chicago,mariamsmusings,"thing

it",adult,comparing,conversation…,akamaozu,warrants,ages…,agreed,municipalprovincialfederal,slow,act,oh,laws,isn’t,krendall2011,get…,kill,highest,sure,forget,advocating,inciting,pretty,riot,illegal,argue,film,stop,smh,past,died,shes,tragedy,initiative,anymore,debbie,vote,,truth,american,buyback,nypd,guns,kudos
60,pulls,mistakenly,officer,soledadobrien,stop,act,doesn’t,cbsthismorning,😂😂😂,domestic,world,nobody,madmagazine,ericholder,hillaryclinton,shortly,county,america,firearms,al…,health,dictator,orange,impeach,haired,about…,grew,border,seen,fear,offer,200,turn,training,drill,school,gunlady”,“silly,left,yep,bless,❤️👏🏻🇺🇸,let’s,together,guns,idiot,nra,wing,sad,tho
61,titans7499,lowessafe,simulating,"
the",situation,reason,blaming,mentally,easy,leech,ms,elsewhere,whine,mad,indicator,liberaldemocratsocialistcommunist,stevescalise,inventions,brain,worldwide,deepstate,kanye,super,cycle,reduce,row,official…i’m,wyfd,kanyeeeeeee,😔😔😔😔,president,america,obama,nights,nra,benjamins,guncontrolnow,nraisaterroristorganization,guncontrol,studentwalkouts,kanyewest,⤵️⤵️,must,dloesch,guns,stop,fairweatherfederalism,😍🥰☺️,"safertomorrow
gunreform
guncontrol
vote2018",omfg
62,fastguardservice…,training,answer,elementary,americas,addiction,deadly,crime,johntory,spare,noam,lamdan,race,warrior,womana,remarkable,guns,toronto’s,crisis,realize…,awareness,march,12pm,students,gonzalez,emma,angel,emma4change,millchannel,deborrahs,school,🙏🙌🌎🔫🙏,gop,violent,"
karolcummins",ericgarland,nra,america,go,yes,elpasooem,govparsonmo,kansasemergency,ilmansion,aremergencies,stwsema,fwoem,texassherman,govmaryfallin,vote
63,drill,violent,🙏🙌🌎🔫🙏,chicago,breitbartnews,lol,civil,cats…,horrible,exciting,tednugent,leaders,obama,deaths,especially,gotta,mal,ema,mad,buckets,lives,fastguardsvc,america,climate,"
just",consists,ofyou,mikebloomberg,senwarren,board,v…,issues,hearing,officer,drills,fast,mr,person,safe,bensasse,guard,march,everybody,nra,pray,fire,end,bloomberg,stop,retweet
64,preventable,epidemic,largely,urgent,cbs,news,officer,law,in…,changing,guns…,didn’t,british,mikebloomberg,2020,hampshire,1010wins,children,control,fuck,dealing,demons,trauma,article,read,march,schools,warren,matter,america,proactive,victims,guns,moron,flip,coin,gop,hook,momsdemand,aganist,raise,student,sandy,lives,,actual,important,inspiring,jobotcoffeephx,haha
