,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
65,emma,discuss,wants,summit,tedcruz,sara4congress,candidate,il18,ban,violence”,governor,easy,papachristos,tragic,gunculture2pt0,guns,shows,bag,top,afraid,bloomberg,mrcolionnoir,many,r…,laws,wttw,womensmarchchi,end,sengillibrand,voting,action,momsdemand,plan,something,demand,lesson,speak,intelligent,cause,but…,calvar69,discussing,cronenberg’s,congress,guncontrol,voteblue,❤️❤️❤️,gopcorruptionandcruelty,idea,gunsense
66,youth,hillaryclinton,lives,domest…,table,besmart,canvassing,wasnt,problem,senseless,caught,verified,toddbarry,dws,hating,pksoze,supermantweets,heidiwooley1,notfakenews,whoever…,shirt,rifle,role,lost,amarch4ourlives,rise,pleasure,va,markherringva,stevescalise,students,see,cause,save,community,lunatic,“gun,stupid”,police,davidhogg111,short,breitbartnews,violent,guns,marching,film,koda,gardner,ha,really
67,al…,disgrace,ericholder,holder,left,continue,come,profession,begin,hazardous,occurred,guns,voting,understanding,obsessed,sengillibrand,gives,rid,"
parasites","greedy
old","
first",data,pardon,pisses,world,chris,challenged,mentally,helpful,studying,remarks,calling,people…,gunbail,reducing,law,thanks,hollywood,advocacy,healthprofrauch,criminals,crime,"ear
drugs",important,yes,american,laws,specifically,kidding,uscongress
68,thescriptdanny,america,group,youth,finds,going,"

",gunviolence,levitt,featuring…,hanging,pavilion,drill,speaking,regret,domestic,completely,texas,hero,community,congress,have…,liked,stevescalise,fbi,amp,believe,denver,others,threatens,terrorist,film,read,breitbartnews,victim,something,prevent,supportemma,nationaltreasure,nra,short,,smart,march,tedcruz,johncornyn,canvass,guns,drxpsychologist,thread
69,thoughts,creatiion,practice,barricade,dead,cases,domestic,laws,toughens,pennsylvania,kanyewest,careful,“you,event,nov,america,shootings,racking,keeps,hollywood,crime,door,prevention,important,momsdemandaction,vote4dady,saracares,il16,guns,"incidents
3","pa

3",injured,metclubnyc,danielledsouzag,conceal…,senseless,chissà,difference,violence”,“mine,it”,tw,violencegenocideblood,congress,chicago,states,usatoday,budget,kanye,don’t
70,erikkayser,johncusack,protesting,rock…,chuckwendig,mguggenheim,hired,actual,sengillibrand,grassrootsspeak,community,la,banning,times,black,davidhogg111,country,rights,“we,gun”,metaphor,end,domestic,chicago,criminal,garry4chicago,loris,marches,gtgt,bit,said,doesn’t,panel,cape,state,extreme,schools,chicagointhecrosshairs,injured,congress,seems,small,peen,gungang,omaha,glad,bro,thread,vettingbernie,barackobama
71,rally,wake,joke,insensitive,realize,unfunny,truly,kids,commitment,black,liberal,dropping,brother,gunna,marching,dismiss,"

gunsensecandidates",womens,"

votecourage","issue

voteforourlives",14,heavy,toronto,momsdemand,nra,vigil,nextdoor,crime,unnecessary,infuriating,guns,lotta,streets,le…,🤣🤣🤣,political,speak,v…,american,action,,screeching,police,sad,women,pray,thehill,vote,baldwinsville,votes
72,tighten,this…,wild,mistakenly,officer,pulls,momma,foxnews,news,training,seeks,gunviolence,reduce,baltimore,congress,mass,domestic,pcp,you’ve,subdue,problem,barricaded,fucking,states,alabama,spencerfernando,summer,toronto,baldwinsville,bad,imagine,laws,thedemocrats,twittersupport,momsdemand,washington,ti,hahaha,state,drill,joebudden,agree,,franceshogg4,thegraviter,police,pro,promo,unfstudentunion,il06
73,affect,vic…,“you,men,courage,strategy,john,cold,five,american,studentsdemandaction,citizens,oh,lives,important,massas,kaye,kudos,escaping,antigun,doleshistory,training,company,background,amazing,kids,us,unless,npc42354325,stop,p…,isn’t,themes,thread,quality,letting,storiesuntoldus,teamenough,inspiration,sharing,nra,impacts,alladditup,guns,momsdemand,guy,👇👇👇,,ummm,lmao
74,devastated,hurricanes,florida’s,hero,goddamm,emma4change,democrats,school,chicago,shooters,wha…,bully,audacity,activist,stopping,lt3…,opportunity,rally,threats,move,pastordscott,welfare,peop…,youth,rights,nra,thedemocrats,twittersupport,toddcollins1984,yourthing,lifeatatt,believechicago,attemployee,important,vote,cnn,guns,erictrump,voting,control,give,edkohler,treecarverbill,agree,"situation
ℹ
【ℹnfographic】✨massshooting",gunviolence…,inspired,andrewgillum,jrnl2015,😖🤔🙄🙄🙄
75,schools,grumpyoldedude,gun…,controls,federal,extensive,teamtrace,incorrect,w…,decision,governments,lobbied,com…,workplace,phrasesthatneedtogo,joke,philbryantms,considered,fre…,important,responding,kanyewest,live…,statement,mainstream,blacklivesmatter,protest,corruption,right’,‘advocate,realized,‘treat,song,hillarys,momsdemand,american,prayers,thoughts,especially,children,political,please,survive,missouri,sampt,control,naijapr,drill,stop,"🌥️　　

🏢🏢🌲🏢🏨🏛️🏦🏨🏦🏬🏭🏭
😯😨😵😖😫😭😐😪😰🚓🚚🚗🚕
😪😥😵😡😮🙁🤐😬👮🏿🚌🚙🚚🚛
😧😔🙁😔😲😥😩😧☹️👮🏼🚑🚐🚗
🏢🏛️🏦🏢🏭⛲🏦🏪🏛️🏦⛲🏛️
stop"
76,unite,chika,hurricanes,tha…,doesn’t,flgovscott,florida’s,voice,elect,representatives,acton,morrison4mn,norrieathomas,americans,33000,change…,create,joined,disarm,helpless,fam,instrument,nonviolence,prosperity,ayravata,freegunlaws,group,lock,flipped,congress,nov,br,even,behavior,call,solutions,stopping,won’t,justice,demand,end,loris,marching,vote,gop,majority,,preschoolers,thread❗️❗️❗️,freedom
77,antigun,selma,gathering,times‑journal…,ture,educated,picking,kashmiri,wan…,others,betoorourke,kenpaxtontx,gregabbotttx,repkaygranger,petesessions,johncornyn,tedcruz,realdonaldtrump,ericholder,isn’t,democracy,constitutional,secondly,republic,super,largest,safd,also…,exercise,hopeful…,efforts,"🌹

thank",loss,fredguttenberg,added,2018,1007,va,playlist,nra,fastgrowing,voters,gang,"abbotsford
cityvote2018",vote,dam,safe,wingnut,gunviolence,thread‼️
78,dandrasimmons,everytown,huh,practicing,shannonrwatts,range…,activity,"oregon
a",state,wouldnt,dare,mob,interesting,seems,event,fraser,valley,murders,go vote,scoop,continues,division,responding,dasvdist,veh,dr,room,happen,10,saturday,around,tweets,tell,shot,making,packed,13000…,blocked,emma4change,"wrong

again
and",backwardshattv,asmith702,pass,chicago,killed,tweeted,fuckyoudana,lies,media,
79,teenage,trips,adult,summer…,liked,updated,murders,valley,fraser,continues,scoop,comment,health,spreading,disease,crime,violent,treating,division,responding,beat,action,wake,respected,responsible,solely,based,fact,guns…,put,money,stop,many,shooting,zones,murdering,exclusive,faith,survivor,married,golddiger,orange,forgot,recently,rapper,definitely,yup,short,film,walkaway
80,cod,cape,election,laws,asks…,vote,voters,affected,we’re…,connecting,registering,country,communities,marchforourlives,traveled,help,student,pressurepoints,sharpshooter,campus,shot,survivor,exclusive,action,there’s,lo…,faith,killed,threatening,she’s,anyone,less,world,chicagomurdercount,saturday,chicago,deserves,totally,flotus,satsuma,needs,baltimore,curb,billgates,guncontrolnow,editorial,activeshooter,training,brave,faithnation
81,deregulation,markets,i…,us,matter,sexual,victim,transportation,healthcare,lack,systemic,racism,gerrymandering…,damonandjo,universal,cool,columbine,head,bowling,specially,pops,par…,every,momsdemand,kyleruggles,need,porn,desk,misses,turns,clerk,af,🤦‍♂️,shot,yeah,allowed,research,jldoggett1,andrewpollackfl,event,respond,reality,shouldn’t,dirty,care,trained,blaming,flotus,,chicago
82,realtt2020,democrat,potential,assholes,convicted,continue,criminal,criminals,americans,organizations,demo…,antifa,womens,afraid,demobrats,blm,marie,crandall,reduce,surgeon,jacksonville,florida…,trauma,business,ex…,illegal,provision,sengillibrand,multijo1,leaders,blame,politicians,oliver,skewers,john,illness,worse,crime,search,banned,knife,ceo,blood,strauss,levi,guns,billy,"gore
feed",warning,☹️
83,domestic,nysopdv,tells,advocating,talbertswan,affects,wounded,incidents,rifle,dead,everytown,city,call,understand,prevent,statistics,giffords,causing,desmond,uncle,absolutly,doss…,blame,seems,expectancy,th…,walk,students,common,elementary,laws,forgetting,placing,killed,situation,control,illegal,nra,action,dsingh831,theview,mgyllenhaal,logic,across,brave,100,relate,guns,npc4476432776,facts
84,knows,violenc…,"is
christians",choir,"remedy
i",faith…,high,laws,shooting,fight,beto,mass,everytown,iowa,agencies,training,city,bs…,organization,splattered,owners,sounds,gthom07,involved,is…,youd,shootings,wormtail,sooner,grandpa,safer,community,speaking,endgunviolence,summit,advocacy,children,another,apc,guns,davidhogg111,school,balls,marches,loris,tedcruz,base,navy,congress,"novemberiscoming
votebluetosaveamerica
bluewave"
85,ny,cousin,hood,circumstances,dead,constantly,supporting,parkland,solution,wounded,saturday,taking,curious,genuinely,unreasonable,november,voteblue,podernfamily,podsincolor,nelson,blaming,bill,none,dumbasses,scottclimatechange,notscott,neverrickscott,univmiami,floridastate,uf,end,rick,easy,dem,aka,change,chicago,flvote,guns,gop,scott,vote,,redtiderick,florida,"nigeria
this",everynightthing,delaneytarr,stoprickscott,support
86,seems,sadly,health,killed,joke,guncontrol,endgunviolence,gunsense,shame,disgraceembarrassment,launch,epic,vigorous,campaign,morning…,"

i’m",davidhogg111,talk,gonna,scott,dislikes,look,idiots,church,isn’t,thesocawarrior,argentina,imagine,voting,full,cnn,tedcruz,chicago,censored,nra,wellregulated,reelect,cc,mistakenly,senbillnelson,guns,rick,story,"violence
neveragain
gunreformnow",strigoi,florida,vote,needs,jokozlowski,lol
87,2a,respect,"

mob",base,wholesome,texas,activeshooter,lawenforcement,military,re…,spiceygirl512,randpaul,"
notice",republican,world,😭😭😭😭😭😭😭,diana,earl,medicarethief,killed,hypocrisy,please,maga,davidhogg111,"going
ive",evacuated,tennessee,bradwenstrup,fired,incident,naval,shot,nra,millington,liberal,robreiner,,guns,planet,walkaway,florida,scary,proud,stop,ticket,thank,votenelsonvotegillum,votebettervotebeto,😒😶,guys
88,everytown,right,say,elect,men,die,choice,likely,crisis,part,reason,washington,safe,senbillnelson,wake,🤦🏽‍♀️😂,aye,scientistbut,dumber,health,white,momsdemand,joe,base,ban,near,topic,images,attend,horrible,lives,florida,vote,deter,representation,clown,insane,"🗳
votebluetosaveamerica",votebetoforamerica,truly,tedcruz,true,attitude,fema,problemduh,guncontrol,amen,👇🏼👇🏼👇🏼,,scott
89,families,america,gangsta,yellabeezy,environment,scourge,texas,tweeting,viole…,post,powerful,dreamt,andrewquackson,returnofhans,stop…,rest,censored,voters,distribution,approach,voteblue,davidhogg111,guns,scott,rick,nra,us,explains,away,,spot,clearly,dumb,flapol,shooting,bans,double,cuzzo🙏🏾🙏🏾🤦🏾‍♂️,standard,praying,vote,senbillnelson,florida,sista,caught,huh,votethemout,🤦🏽‍♂️📉,sundaymorning,thread
90,emma,school,rid,governor,world,killed,child,everything,bait,throw,official,fired,seriously,problems,safety,obsessed,nutjob,owners,jones,protecttheenvironment,bluewave2018,msnbc,nbcout,courtneyforhd26,transgender,vote,moms,wwg1wga,stopped,bum,decision🤔🤦🏽‍♂️,logic,denial,strategy,maga,control,momsdemand,guns,gross,wowi,wrong,stop,acceptable,omfg,ludditesagainstclimatechange,wow,lmao,wtf,america,moron
91,davidhogg111,momsdemand,girls,fighting,condone,pindrop,family,many,name,dropped,nothing…,epidemic,started,owner,advocate,yamiche,kelly,t…,cdc,talk,ended,bhamboi205,beef,weather,discussion,nbcout,chicago,militia,podsincolor,podernfamily,backed,trumpsters,nra,jokes,👌😂👌,,geoengineered,the…,killed,florida,school,megvagyunk,köszönöm,vote,naijapr,guns,molest,norighttokill,omgnoway,trumpster
92,yungzeldas,answer,become,congress,trumper,incredible,pennsylvania,protest,idea,sto…,boast,heck,join,fbi,la,youth,notawitch,xd,panel,put,x0xbradx0x,whenever,police,control,,ending,written,"mp
please",enough,rednationrising,votedemsout,drill,triggered,davidhogg111,sacrifice,internettaraowo,people,dnc,guns,👊🔥🤬,wild,vote,kennel,submit,thanks,florida,stop,benghazi,backwards,votegillum
93,made,place,glover,wore,pro,scream,brutality,domestic,tell,viole…,orourkekennedy,kennedyorouke,chicagosmayor,perspective,youth,lurie,dealing,kesha’s,somebody,broken,agencies,film,florida,dumping,bra,death,betoorourke,naijapr,control,commies,short,needs,obviously,chill,situation,accountable,investigatehold,nra,jbofromsuwanee,chicago,victims,libtards,america,drills,job,awesome,start,💕💕,whthompson,vote
94,evannforbes,shitface,nasty,wounded,follow,vigil,plans,kaitmarieox,w…,florida,south,experience,floridagop,devastations,floridavoters,spreading,"

this",healthier,iisuperwomanii,saturday,laws,clowns,innocent,guns,end,seeking,donations,rights,chicag…,surprising,west,city,guess,killed,senate,nra,voter,joe,victims,fault,running,momsdemand,worked,votebluenovember6th,chicago,antwan,wtf,"i

votebillnelson

voteblue

votebillnelson",boooooo👎🏼👎🏼👎🏼👎🏼👎🏼👎🏼👎🏼👎🏼,🤦🏼‍♀️
95,chanasacks,narrative,podcastplug,"thoughts

chc",topics,hotbutton,student,spiceygirl512,town,montelwilliams,protection,preventable,rcjackson,streets,youth,governor,divisive,somebody,shxt,lose,today’s,workshop,teaser,category,corner,tel…,street,guns,velsmells,th…,vigil,country,shot,chicago,deal,issue,local,drill,wrong,shooting,name,spelled,amazinglagann,giffords,campaigns,levin,loughlinreese,america,google,senbillnelson
96,followe…,victims,gofundme,ha,domestic,west,definitely,purpose,love,reduce,candidates,elected,education4libs,sirwahlie,guns,write,texas,lynchburg,like…,party,firearm,gop,issue,levin,campaigns,giffords,change,sandyhook,nothing,hillarys,prevention,massachusetts,kayayou,poo,tube,violent,,committed,stop,virginia,momsdemand,let’s,"say
end",forevertown,flight22u14,jaiwilliamsnc,davidhogg111,normalizing,senseless,vote
97,types,heads,jammallemy,taking,siliconvalley,biased,socialist,guessed,gun…,orangewaveinnovember,votetosavelives,takeitback,tx22,safe,dancing,fbi,kidding,incident,address,forgotten,control,several,revmariama,bpsengage,ritchy,betoorourke,victim,vote,naomi,wadler,training,millennials,24days,exactly,gop,america,suicidescount,precious,breaks,second,cases,sorry,guns,man,,governor,wo,jammal,nra,hmmkarma
98,black,problem,hubweek,hogg,panelists,lives,davidhogg111,dems,boost,rhetoric,thehill,rep,amandademme,heck,nra,isnt,paint,picture,guncontrol,endgunviolence,gunsense,training,smh,town,fredguttenberg,focusing,readingby9,episode,another,please,guns,promoting,nonramoney,"neverforget
standupforhumanrights",drump,incites,gunviolence…,"situation
ℹ
【ℹnfographic】✨massshooting",jammal😢💔,sorry,family,,sending,amplify,betofortexas,🙏🏾🙏🏾,lmaoooooo,leadership,climatechangeisreal,vote
99,hopeless,survi…,voting,heartbreaking,oviedoer,make,read,summit,brilliant,florida,gas,station,fredguttenberg,loss,violent,seems,end,jammallemy,grieve,southpark,apcentralregion,reason,nation,lose,cousin,nelson,skeletor,scary,base,scott,rick,control,selinaeshraghi,drill,student,crazy,senbillnelson,pass,common,fortcampbell,,guns,children,robot,andrewgillum,davidhogg111,outchea,america,redtiderick,emma4change
100,disgusting,fired,stg,usa,south,florida,worst,louder,pretend,hear,guns,cannot,teachers,shamed,idiot,fort,campbell,believing,she’s,2013,breakdown,oviedoer,fortcampbell,peace,representation,joekennedy,repjoekennedy,"
betoorourke",scott,invited,civilian,response,training,problem,trash,americans,victim,people,rickscott,us,provoke,threaten,worse,smileeallday,saying,❤️❤️❤️,crazy,philly,lol,suicidebyfirearmisgunviolence
101,33000,joined,help,change…,member,deer,2drinkminimum,high,ran,"contd

as",rescue,rescuing,within,everyone,baldwin,badass,alecbaldwin,republicans,shrug,spit,kids,victims,poo…,losses,the…,an…,provoked,kaitmarieox,melanienicole52,darrylmeadowslp,sorry,texas,understand,tech,deal,rewind,march,suicide,tedcruz,family,shouldnt,randal4040,theunsilent,risk,wamyn,families,"
closernation",conservativecensorship,wait,agree
102,insentient,enemy,antigunviolence,writers,hea…,hypocritical,administration,helop,tunrs,almost,justified,sho…,rhetoric,penalty,back…,november,6th,let’s,hear,humans,chicago,stopping,wow,gun violence,deaths,lindadhoward,belong,hold,video,sorry,democrat,mar,owe,school,club,wants,sunday,wounded,11,result,blue,children,resist,control,issues,guns,liked,,vote,stop
103,chicago,baltimore…,addressed,meanwhile,publicly,hold,politics,the…,apart,torn,however,cycle,vicious,highlight,violence…,march,keshas,repeat,walking,jumped,chased,fights,tw,seem…,replying,therynheart,help,kaitmarieox,melanienicole52,darrylmeadowslp,wileyofannin,commits,sanders,hypocrite,birth,forced,action,survivor,faith,exclusive,sunday,lives,"violence

",fema,banallguns,bet,guns,control,victims,ffs
104,brings,edge,worst,yup,threatening,buzzsr,kaitmarieox,sarcas…,pull,"🙄😒

hint",struggle,survival,toronto,victims,face,cruel,recovery,politician,believes,stems,doug,fords,sexlessness,fools,craziescowards,nra,whore,pimps,chr…,orphan,christmas,winter’s,parents,"
winter",shooting,mod,support,summit,student,canada,saw,doesn’t,lead,america,argue,owning,guns,community,tedcruz,gunbail
105,ci…,"texas
texas",targets,schools,safer,violenceif,davidhogg111,in…,"violence
","change
","lifetimes

",marginally,list,climate,cbsnews,2vote,anythin…,weigh,2do,neither,party,bully,considered,although,blessings,aubreywilkerson,lose,toronto,culture,morals,policing,loose,sunday,exclusive,survivor,wake,faith,vote,better,blue,soberaf,community,cleanandsober,onedayatatime,beto,leaders,bs,transmisia,cn,
106,illness,blame,john,skewers,politicians,closely,mirror,philipmartin247,davidhogg111,rates,silence,moments,congress,“this,rhymeswithbacon,20,abortion…,prolife,defundplannedparenthood,womensmarch,"🙏🙏🙏

tinylivesatstake","
plannedmurder",around,americ…,senseless,preventable,related,tw,rights,last,law,victim,loss,hes,campbell,fort,corner,became,violen…,ted,awfulness,cruz,,votenovember6th,voteblue,elections,consequences,yes,dontboovote,paratus2014
107,usaperiod,"
police",voted,diehlforsenate,keep,foxandfriends,morningjoe,cspanwj,newday,"



",prevention,amp,newyorker,clearly,libtards,dankmemes,myth,maybe,death,less,story,vote,republican,hope,children,end,many,reduce,info,2a,pew,drills,control,florida,vp,addressing,ron,deracistwhy,guns,schools,lives,fraud,medicaid,convicted,seriously,agenda,davidhogg111,saving,,votebluetosaveflorida
108,story,playlist,stories,austin,guns,dont,families,glorifying,firearms,many,victims,black,biggest,rise,rooted,syracuse,letter,poverty,shot,sport,drills,saturday,short,votebluetosaveamerica,reasons,27,beantownamorous,roxburyruf,stupid,stop,myth,clearly,libtards,film,wounded,leaders,prayers,schools,fatally,florida,killed,,fight,bullet,hopeful,cbc,happen,thank,😡😡😡,voteblue
109,defend,be…,numbers,tired,function,job,health,th…,actual,prepared,skills,pole,use,florida,drills,chloeashburne,threatened,issue,victims,lives,technically,rblakejacobs,violence…,committing,someone,conversation,🙏🙏sorry,sincerelybobak,gregynels,jeffrake,america,emagwaven,hear,prayers,chicago,schools,required reading,report,howmanymore,accept,vote,must,guns,davidhogg111,peace,amazing,stayalertstayarmed,voteandrewgillum,asshole,plus
110,uterus,deny,heres,together,alot,andrewpollackfl,praying,violence…,shoot,gwenjmccoy,causation,ryanafournier,talk,domestic,peaceful,netflix,single,without…,shannonrwatts,awesome,store,brucein,helenmariabw,root,we’ve,situation,nr8,partners,chrismurphyct,isnt,law,lives,fucking,americans,davidhogg111,loss,carry,kaitmarieox,kids,take,training,going,guns,fml,nra,erinkelly1219,idiot,government,vote,community
111,saturdays,shooting,violenc…,americans,areas,also,price…,falsely,countless,strength,cbiz,insurance,third,t3,warrior,davidhogg111,weve,threatening,lost,heres,alert,cthagod,tragic,threatning,scott,toxic,hispanic,rico,machismo,ban,skyliina,condone,judaskenobi,poverty,many,head,fire,police,,situation,bring,teh,2nd😭😭😭,fio,frequent,america,shot,reality,training,thread
112,safety,officer,save,lives,event,brown,education,training,violent,problem,laws,10,women,nra,shoot,school,vegasfightpn,los,insulting,protect,injured,climophobe,senate,gop,control,provoking,headline,btw,corruptgoptraitors,anti,filled,morons,threatening,selinaeshraghi,3600,compared,critical,candidates,kids,unborn,afterwards,hypocritical,crazy,violen…,students,dumba,sarahhuckabee,davidhogg111,babyjails,gaslightinggasbag
113,kicked,florida,happen,grieve,inspiration,shannonrwatts,"agenda
typical",chicago,heonthehill,advocacy,count,☕️,dems,shooting,discussion,vital,rich,administration,sarahpalinusa,b…,issue,dad,victim,domestic,ninja,couldnt,evidencebased,commonsense,gunlaws,women,intense,probing,interview,pro,thought,safety,sarah,victims,schools,america,nhew,momsdemand,hypocrite,rluquis29,lives,guns,soumyadeep81,bruh,endgunviolence,woulda
114,point,guns,music,giffords,nationwide,rise,incidents,kaitmarieox,criminals,please,victims,ollie,lot,issue,mountain,midterms2018,registration,blah,except,condone,ppl,massachusetts,view,crisis,children,little,sit,handle,prevention,national,killed,soledadobrien,fifth,scumbag,sistahhhh,betoorourke,america,join,valid,stop,promoting,date,fred,thread,woman,❤❤❤❤❤❤,sdabroward,teamgillum,lmfaooooooooooooo,last
115,prevent,voice,wading,nathaniel,rateliff,politics,kaitmarieox,could,considering,mikiesherrill,canvassing,stan,cycle,legitimately,suicides,resort,training,suggested,issue,made,congress,threatens,wrong,sad,action,life,difference,bless,victims,governortomwolf,says,,sagesebert,chika,nothing,teachers,club,guns,davidhogg111,shot,😭🙌🏼,heleentouquet,drchrisdolan,huxter,vote,arm,legends,❤️🖤💜🧡💛💚💙,😢🙏💜🙏,agreed
116,“i,marcorubio,"families

nra",sellout,global,offers,parkland,adult,banned,office,laws,parent,via,shoot,kaitmarieox,training,missed,location,ac,theatres,guns,fredguttenberg,dd214,hide,sorting,gender,prevention,safety,victims,vote,momsdemand,democrats,davidhogg111,partywonder,nra,closest,money,favorite,loosing,band,end,hubweek,waste,stand,,what’s,infowarscrew,markharrisnyc,jaywebbernj,kanyewest
117,😩😔,loved,solve,armed,poor,dems,claimed,march,cause,picture,review,buchanan,also,straight,obstructionists,newyorker,vote,scripts,weapons,adults,lauracarno,copolitics,worst,cities,governortomwolf,fool,especially,join,affects,kaitmarieox,kids,died,issue,idiocracy,fruition,lives,deshitless,happen,,bs,melt,guns,"insane
nogunsinschools",lefty,cages,fighting,shannonrwatts,hypocrites,redtiderick,🥰😍🌈💙
118,senseless,protest,suck,ri,representing,davidcicilline,florida,w…,h…,rateliff,politics,nathaniel,wading,america,embrace,didn’t,gop,concerned,guncontrol,nrabloodmoney,"enough
nraisaterroristorganization",plan,promote,involved,geenie76,steets…,released,change,guns,end,value,cbc,bullet,bonito,sos,demand,entire,nra,kaitmarieox,inciting,victims,tremendous,happened,oleg,needs,one,voteblueforcommonsensegunregulation,repchrissmith,"standupforhumanrights
nonramoney
voteblue",jc
119,lying,11,images,value,stand,threatened,voters,christmas,people,bloviating,🇨🇦,bogus,laws,inciting,jan,get,va07debate,woman,racism,country,ff,wounded,complaints,firearms,feckless,shes,prevention,scott,florida,climate,neveragain,onedollarguncontrol,hillaryclinton,guns,presssec,issue,sunday,plan,sarah,born,stevenhoggett,😍❤️,merry,jersey,"

👇",spanbergerva07,dlfforum,hell,wtf,would
