,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
103,speak,listen,shoot,arm,shannonrwatt,regul,davidhogg111,columbia,statehous,lectur,suicid,lost,ur,issu,momsdemand,effect,manw,nun,pull,despic,dsmentkowski,amend,mom,asshol,nra,togeth,heartbreak,blockbrett,levi,right,front,white,graphic,warn,gun,🙅🏽‍♀️,epidem,shot,stopkavanaugh,kill,nokavanaughconfirm,fight,young,caus,senatorcollin,😢💔,randcorpor,smh,wow,aalayaheastmond
104,weapon,houlahan,toronto,lmaoooo,geek,care,stori,offend,act,sad,violenc,kill,plagu,fight,young,research,free,chicago,prevent,shot,shoot,thought,bethesda,ain’t,health,work,laura,cop,fix,issu,🤦🏾‍♂️💯,ingraham,understand,vote,victim,wasnt,,america,move,😩🙏🏽condol,damn,educ,honorthemwithact,rip,barackobama,votebluetosaveamerica,right,listen,aw,chang
105,leader,"

so",respect,bethesdacut,continu,gop,doc,mom,senat,hear,nonramoney,voteblu,senategop,housegop,tire,lost,"lol

bethesda

dont",heartbreak,car,epidem,senatordurbin,people😢,stori,slaughter,dh,crash,gun,lie,futur,he,stop,,listen,chicago,enoughisenough,reader,news,sad,🚨👇💗😥,zdfdffd,💀💀💀💀💀💀💀,delmontejohnson,momsdemand,👇🚨,stopgunviol,statement,smh,😢😢😢,guncontrolnow,citizencrimin
106,🙏🏽,senatordurbin,respect,"family
salute
marchforourl",johnson,lost,gun,iron,unaccept,kinda,delmont,break,maga,put,kavanaugh,govmikehuckabe,contact,away,victim,go,bethesda,famili,worstpresidentev,citi,law,teamluci,flipthe6th,aw,,prevent,trash,chicago,cours,speak,babe,fullblown,omg,wow,nutshel,😢🙏🏾,👍🏼,rodreyg,👇👇,gunreformnow,booksnotbullet,hm,terribl,smdh,heartbreak,sad
107,carri,commun,clairecmc,unrel,decor,country😢,horribl,can‘t,underwood,tackl,bullet,delmont,wow,shoot,lisamurkowski,victim,houndstooth,sofa,resist,teen,rip,save,less,die,sob,"🙏🏽
delmontejohnson",shot,nra,particip,sad,fals,patent,type,hat,prayer,punch,pure,realiti,bluewave2018,control,gun,chicago,must,senseless,100,enoughisenough,uhhuh,fucknra,goshhhh,blm
108,peep,thornton,co,hypocrit,liber,elect,speak,gutenberg,campaign,talk,understand,children,hero,fredguttenberg,lost,momsdemand,ohhhh,👅💦💦,spell,⚖️📚🌿❤️🇺🇸🌊🌊,bluetsunamiforsensiblegunsafeti,forgetgoptheywont,violenc,community…,repconorlamb,what”😂😂,“he’,“so,s…,stori,opportun,worri,crimin,shoot,world💔💔,terribl,peac,honor,walk,chicago,“he,votenoonkavanaugh,stopgunviol,baltimor,nonsens,prayer,kill,street,gun,strengths1st
109,magat,brave,huge,control,jessicavalenti,congress,potu,campaign,attent,organizati…,don’t,senategop,housegop,two,shoot,ca…,stop,marcorubio,that…,y’all,“he’,"”
“so","legal”
😂😂😂✊🏾",bethesda,hahahahahah,wuuuuuuuuuuut,support,levi,toward,aim,liber,young,levistrauss,gun”,“he,antigunviol,teen,gun,gop,live,share,eight,low,chicago,problem,tearsy,thinkprogress,,lol,charli
110,up,lmaooo,😭😂,tear,law,omar,target,delmont,ignor,violenc,mani,kavanaugh,interact,gun,either,absolut,davidhogg111,respons,decreas,puls,100,of…,built,gngrbdgrrant,dick,rayarno,tragedi,bankonryback,saw,nra,pleas,shoot,victim,he’,“he’,levi,care,duti,polit,polici,shot,poc,holi,white,control,stop,reduc,share,chicago,endgunviolencenow
111,gun,jaclyncorin,told…,suitland,livenow,safest,bethesda,nike,not…,slam,explain,bigfatsac,unarm,favor,children,commun,senbook,blind,are…,"stupid

geeeeeeeeeeeeeezzzzzzzzxxxx

y",clueless,countri,decent,illeg,deal,exper…,xrealradx,bit,shot,part,doesnt,zimmerman,school,davidhogg111,care,student,owner,respons,thug,law,unnecessari,problem,teen,sad,control,kavanaugh,kill,unfortun,chicago,thankyou
112,niec,octob,school,repperrywarren,pwarrenforpa,anti,saturday,wonder,maryland,kavenaugh,america,m…,earli,sens,nazi,anationmovi,promot,despic,kid,ingrahamangl,go,attack,visit,shot,writer,c…,dem,bethesda,barackobama,delusion,narcissist,foxnew,victim,voic,experi,kavanaugh,nah,😅😂😃,chicago,young,citi,davidhogg111,violenc,law,,marcorubio,loos,gun,girl,🤦🏾‍♂️
113,jt,bothsides,nazi,counter,entertain,especi,senfeinstein,"s
we","things
no",ban,foxnew,violenc,no…,vers,heartfelt,marcorubio,hand,lovelyasslup,🤦🏿‍♂️,durbin,abort,w…,emoji,support,levi,biolog,identifi,flippahous,pahous,harrisburg,set,stop,peppermintmovi,hollywood,facesnotforgotten,children,up,death,mani,prevent,chicago,control,thejtlewi,speak,kill,volum,gun,america,sorri,heartbreak
114,tortur,jerk,kamvtv,lethalsandra37,buzz,"

teen",pregnanci…,stay,viole…,fredguttenberg,paid,obama,decemb…,california,physic,around,someon,ones…,present,mouth,chicago…,spent,except,sux,ironi,lose,pretti,subscrib,maga,shot,law,need,man,foxnew,involv,famili,,victim,ingrahamangl,washingtonpost,"emergeamerica
","sumoh7
swingleft
demswork4usa
uniteblue
copolit",pleas,stop,dude,gun,chicago,peopl,horrif,finallyyyyyyyy
115,appl,fortunemagazin,strauss,support,torontosmayor,demand,680new,youth,somet…,thejtlewi,shot,reuters…,four,possibl,within,hammer,sickl,emoji,didnt,healthcar,don…,liss,leader,v…,kathytuthil,except,busi,discuss,bow,tho,loss,clearer,crisi,aton,buy,ez1weeze1,nokavanaugh,stopthenra,gunsensenow,parklandstrong,nra,past,levi,ptsd,answer,chicago,abl,shouldnt,gun,
116,bump,speak,noth,exactly…,iamcamd,mindse…,wakeupamerica,fetish,fortunemagazin,ceo,strauss,levi,part,present,salstrang,polic,pro,it’s…,youth,affect,weak,gener,fight,rise,year,damn,huge,complet,ownership,foxnew,said,victim,except,american,retweet,law,anti,stewtharula,switch,prevent,answer,🌞❤️,brighter,pray,chicago,thejtlewi,batman,iam,gun,republican
117,"

i",real…,basketbal,eezeemack,tomf1967,white,kid,i…,probabl,dog,commun,shot,shoot,threaten,pregnant,thousand,rephastingsfl,children,respect,die,bad,everi,screw,view,passion,combat,footrotdog,kayajon,awesom,compani,nra,woman…,mani,vote,ounc,true,violenc,anti,gave,lost,epidem,trigger,marijuana,stand,american,aw,ive,gun,sad,👍👏
118,peopl,advanc,leader,917,safe,sayi…,unit,remov,whatsatstak,corrupt,irrespons,given,offic,repcomstock,third,ceo,cincinnati,shoot,fifth,bank,complet,year,honestli,violenc,america,trace,white,campaign,drake”,lil,nkluwak,“these,kid,influenc,owner,open,hebobiwin,gentlemen,"gone
","it
",present…,promis,stop,suevisa,realiz,carri,gun,braddockdem,aaand,sad
119,kennedi,million,artist,juvenile…,perhap,sublimin,unintent,modern,promot,die,decod,murder,experi,"
research",jonathanbarbe,lmloveexist,twat,delusion,caus,th…,tortur,polit,uganda…,increas,europ,german,mom,“we,call…,killer,law,there’,place”,shoot,fifth,cincinnati,bank,ceo,edkrassen,sinc,understand,largest,victim,mani,degre,segment,2nd,is⁉️⁉️⁉️⁉️⁉️⁉️,lo…,christielafran1
120,physic,emot,april,girlfriend,thier,26t…,fifth,alitayyib98,terrorist,watev,violenc,cannot,j…,repli,makmayek,don’t…,draft,ausroadwork,galea3055,activist,anti,19yearold,understand,appl,i…,uhm,bc,frontlin,support,shot…,weak,anyth,isn’t,strength,bank,shoot,third,cincinnati,ceo,stop,stopkavanaugh,kill,chicago,shot,teen,period,brave,statement,australian,pissintobush
121,democrat,chicagobut,stupid,chicago,last,think…,wtf,sob,except,rape,year,know…,daughter,especi,horribl,thejtlewi,children,drumpf,safeti,his…,gop,n…,worri,manipulatedy,fund,whoever,yet,reap,is…,provok,languag,control,ti…,spent,presid,town,speak,brand,dian,corn,levi’,particularli,jone,big,all…,shot,teen,gun,wealthiest,bethesda
122,usa,crisi,desper,appreci,nra,her…,victim,goe,share,alyssamilano,standard,mileag,cafe,asbesto,environ,sensel…,"happened
if",stand,mess,illeg,senatorcollin,85,would,siipcampaign,product”,“gun,senbook,aalayaheastmond,odd,could,staff,simpli,to 43,later,black,chip,shoot,sent,stupid,daughter,control,famili,foxnew,violenc,senatordurbin,misswisconsin,appar,nintendo,xxl,fredosantana
123,sdamiami,ticket,stand,brett,2a,call,nfl,rahm,parkland,gener,eezeemack,sutcliffedavid,think…,diminish,even,gang…,appal,everytown,auburn,death,finger,brain,ran,that’,"

card",figur,super…,state,prevent,alabama,violenc…,bereft,child,reform,lost,breaking911,racism,levi,rais,act,yccsthemov,guncontrolnow,violenc,chicago,fault,republican,gun,im,endgunviol,say
124,⁦chicagosmayor⁩,saturdaycount,rahmemanuel,goodriddancerahmemanuel,democrat,cnn,gonna,clewandowski,establish,dialogu,carlhiaasen,law,inde,brainwash,cathol,fuckin,grew,put,liber,lt3,societi,tragic,youth,chicago,ummm,who’,eloqu,daughter,stupid,end,constitut,,state,nosuchthingasotherpeopleschildren,kavanaugh,citi,murder,issu,controlregul,fraud,gun,kinda,violenc,ski,nra,id,cariesfab,votebluetosaveamericandemocraci,damn,america
125,pilot,attempt,long,mother,child,jean,horror,eye,rat,democratrun,death,support,legal,usa,end,prevent,ban,"

timetobuysomelevi",compani,law,stand,song,marcorubio,affect,dloesch,ignor,peopl,thingi,how,democrat,mani,young,aspir,releas,republican,senat,problem,ummmhow,kill,shoot,burn,control,carrieunderwood,levi,gun,ration,nra,citi,,chicago
126,nra,attempt,ohio,lthomas2689,support,levi,dickisadick,"

unbeliev",respons,democratsliber,south,tvland,song,abort,stand,commun,leader,everytown,bethesda,afford,sundaymorn,💜❤️💙,this…,novemb,gun,shannonrwatt,ehehron1327,reduc,school,voteherout,inde,bluewavecoming2018,loud,violenc,delmonte’,enoughisenough,woman,againenough,act,shoot,worthi,focus,lmmfaooo,thejtlewi,stop,administr,inspir,chicago,manz,pleas
127,sick,young,teen,emoji,would,stop,prevent,pro,threat,includ,fashion show,antigun,human,he,shoot,usual,spent,fight,polic,shoo…,kavanaugh,blame,aalayaheastmond,stopkavanaugh,herorip,abbeycl,music,law,po…,corrupt,commit,"core
what",levi,pain,chest,democrat,violenc,messag,avoid,fuck,,guncontrol,idigmin,nra,chicago,kiss,commonsenselaw,😔😔,randcorpor,inde
128,share,tragedi,fredguttenberg,blame,amount,black,student,senat,leadership,underwood,pushup,everytown,shoot,bullet control,leahvukmir,chri,chicago,area,"this

democrat","control

gun",proud,amend,law,enoughisenough,nrabloodmoney,dick,aalayaheastmond,citi,richard,prevent,momsdemand,rock,famili,senatordurbin,commit,everywher,countri,bullet,,republican,tack,especi,gun,california,hell,violenc,nra,control,randcorpor,murica
129,thejtlewi,wound,saturday,cw,polic,death,spent,usa,woman…,disarma,wrote,support,term,school,import,mishaglenni,kidsneedheroes2,toestringrd,o…,research,lost,kill,danscavino,worship,black,america,shoot,confer,safe,amirit,glock,nando,24000,moron,california,levi,control,tack,dick,tweet,durbin,dumbass,folk,chicago,,violenc,illinoi,gun,studentvoic,stopkavanaugh
130,point,offici,experi,teen,crimin,presid,molratti,award,hogg,tack,seriou,indivisibletfio,indivisible19ni,karen4nysen,delgadoforny19,put,comment,peopl,access,aldotcom,rais,diamondandsilk,choos,republican,hand,dialogu,thi…,torn,tool,nra,black,straight,ingrahamangl,california,defend,davidhogg111,violenc,citi,ignor,gun,control,law,chicago,stupid,laura,wtf,enoughisenough,fl州パークランドの高校で銃による無差別殺人の被害者となった女の子、カヴァノー承認公聴会で恐ろしく辛い体験を語る。ミリタリー仕様の自動小銃を含めあらゆる銃規制の全てに反対するカヴァノーを承認することの意味を考えて下さい、と訴える。…,exactli,momsdemand
131,peopl…,victim,year,murrica,blursss,gard,pamelagel,prioriti,mchooyah,th…,tack,often,chicagoscann,lie,chicago’,citizen,send,thomas1774pain,activist,aw,refus,🤐🤐🤐,level,johntori,norm,senatordurbin,fllewoo,007darb,foxnew,konkamusa,big,violenc,realjameswood,dont,gun,nra,stop,violent,control,texa,tragic,wit,,thank,late,leadership,walkawayfromdemocrat,🙏🏼✝️🇺🇸,sad,chicago
132,too real,“dystopian”,emphathi,girl,shouldnt,foxnew,nike,violenc,houlahanforpa,giffordscourag,polic,etc…,keemstar,laura,townhal,take,restrict,sport,california,kaepernick7,stop,cambuslad,silli,nra,scari,glaad,efniksdotcom,black,levi,convers,entertainment…,racism,problem,power,heartbreak,teen,sad,step,democrat,truth,stand,unfair🥀🥀,isso,control,gun,chicago,silenc,rudy😃,kill,
133,politician,slaughter,innoc,thank,idea,obama,protest,usa,dem,johnson,delmont,alyssamilano,grant,allentown,ne…,michael’,"

90dayfianc",continu,special,"
tire",rock,victim,crime,tack,peac,mother,safe,senseless,violenc,shannonrwatt,urban,instapundit,problem,real,democrat,protect,great,nytim,oper,bullet,gun,ceasefir,state,show,rest,resist,care,whatev,good,chicago
134,grew,area,kno…,infest,guy,davidhogg111,power,issu,access,grate,garythecyn,kavanaugh,reduc,levistraussco,townhal,central,let,point,ignor,decad,worth,democrat,children,he’,control,yall,california,busi,father,citi,tragic,tack,violenc,gun,nra,chicago,aarmark,👇🏽,⁦levis⁩,gunreformnow,bullet,see,poor,condon,chang,testimoni,ita,final,murica,sorri
135,justic,finger,heyhichri,condon,show,less,democrat,dem,maga,kavanaugh,town,greatesty,baloney,rid,"assault

outlaw",warn,tack,reshow,et,devot,reduc,david,approach,polici,problem,violenc,mean,school,votegunsens,voteforourl,solv,"anymore

jfc",gun,womp,ingrahamangl,distress,davidhogg111,street,listen,republican,lol,chicago,dandi,senategop,twill,bedtimechuckl,whiteprivileg,exactli,stop,this1
136,realiti,hogg,votenoonkavanaugh,scandal,great,group,promot,quiet,american,million,of…,stop,due,california,discuss,nra,order,afp,alien,act,theat,nation,fox,violenc,hahahahaha,captiv,opposit,bbwolcott,cc,wanna,nytopinion,hopefullyth,democrat,someon,excel,guard,took,someth,good,davidhogg111,ingrahamangl,piec,insight,chicago,uuuuuuuuhmaz,expelliarmu,enoughisenough,sad,name,gun
137,discuss,god,outrag,could,b…,condon,continu,disrespect,teen,pub,author…,yay,nation,young…,🤦🏼‍♀️,toward,romeathom,angri,nike,either,headerop1,thejtlewi,peopl,where,th…,protect,amysiskind,america,nra,lost,prevent,tweet,harden,safeti,control,student,marcorubio,neighbor,stuff,,die,great,"work

seri",read,law,violenc,gun,hogg,school,chicago
138,face,victim,tack,noth,sell,respons,😂😂😭,maryland,bethesda,chri,machin,zaberto,katnandu,research,report,cop,townhal,excel,congress,be…,itmustend,judicialwatch,dianakand,jasonkand,kc,citi,own,nike,support,rock,suggest,young,gun,ingrahamangl,conorlambpa,outstand,program,yea,infring,somehow,kid,violenc,control,democrat,chicago,davidhogg111,sad,dnc,😂😂😂,piec
139,cigargener,sambova,aurtyb,god,follow…,studentsagvusa,ohstudentsforgl,"emma4change
i",stop,repeat,with…,organ,charg,80,issu,calebjhul,cbjohnson143,dont…,hack,corrupt,nazi,kid,show,demwit,histori,blame,push,gang,california,tack,brutal,purpos,spend,of…,hypocrit,sure,davidhogg111,"climatechange
th",nordic,control,parkland,countri,polic,non,solut,violenc,republican,gun,democrat,chicago
140,firearm,skyfishgoo,research,judici,npr…,"chasers
if",ambul,judicialwatch,wing,moron,chicago,factz,children,dedic,worldpremier,durandlif,occur,ingrahamangl,sabotag,downplay,cannot,guard,toronto,liv…,card,insan,tedcruz,than…,bjamesbarlow,sweetcheeks38,agre,80,mayor,blame,many💔,correct,mass,tack,65,prevent,victim,ammo,summer,suicid,violenc,gun,shoot,control,democrat,best
141,suspect,identifi,usatoday,nyyb4lif,punch,face,hijack,support,job,tri,ingrahamangl,idea,indiana,hall,town,durbin,pleas,bomb,knifemachet,let’,xxx0chloe0xxx,obes,keemstar,evid,senat,speak,spent,teen,ar15,own…,certainli,bullet,california,control,tack,state,chicago,american,tw,otherwis,liar,car,violenc,determin,realfabiansilva,eazymac60,gun,fakenew,stop,👇🏾love
142,photo,teen,sound,symp…,arm,harden,pameladubsky49,moreov,entir,obonga,east…,townthi,belong,racist,liberti,mental,imprison…,ammo,california,deadli,dont,citi,car,throwing…,accur,thomas1774pain,crash,preroga…,aren’t,bobkeron,white,davidhogg16,wh…,crimin,chicagosfines19,pistol,assault,tack,physic,davidhogg111,plane,accid,militari,challeng,nra,rip,🙏🏾,violenc,gun,ingrahamangl
143,riseup2000,cherylduisberg,defin,id10talert,"

are",david,nation,indi…,explain,regul,heavili,excus,weak,statist,cowork,shouldn’t,ingrahamangl,doubt,affect,ci…,view,creat,california,hogg,antitran,kashmiri,white,men,libya,authorita…,r…,tack,control,ammo,change…,american,33000,amend,democrat,funni,comparison,equal,enough,slaverymayb,blame,gun,violenc,westsider,chicago,
144,"

gun",opiod,p…,field,kill,chicago,coughdrop2270,surpris,itshutchh,knew,common…,news,solut,advoc,repcraigford,alpolit,alabama,cant,girl,young,lit,c…,show,fake,we’r,ammunit,violenc,tack,california,control,weekend,tweet,autonom,tackl,research,usa,chicago…,spent,gun,build,shot,new,thejtlewi,geraldmambo,anti,caus,amaz,laura,protect,jean
145,darrenstrazek,abandofvot,shot,spent,teen,outspend–the nra,concept,laura,discusd,i…,problem,articl,kno…,mryat,caitewrit,aussiepunter32,judicialwatch,around,tri,loosest,regul,gun,tack,school,activist,niya,ga,kavanaugh,there’,grew,fastcompani,pussygrabbinusa,loser,aimforgop,quot,brianholden,california,violenc,convict,politician,ammunit,control,movement,outspend–th,nra,chicago,outraise–and,anti,fuck,sad
146,thejtlewi,young,foreign,strongli,pursu,fear,fre…,judicialwatch,aussiepunter32,ammunit,level,anti,commun,desmark,2a,respect,control,foxnew,curb,manag,distribu…,support,horribl,tack,reduc,u…,indiana,els,rip,wolf,counteract,kanyewest,expect,show,california,davidhogg111,kid,rash,violenc,issu,parent,citi,zn,law,gun,nra,remov,chicago,excel,perri
147,limit,situat,ingrahamangl,gun viol,control,“handsomely”,cite,sourc,debat,should…,tack,way,strauss,help,krappi,commun,individu,levistraussco…,money,counti,ot…,show,amongst,"

i",tha…,citi,shoot,levi,thwart,dia,bueno,muy,gang,corpor,nation,headlin,social,nra,forget,idea,davidhogg111,solut,chicago,ammunit,california,case,,gun,violenc,metro
148,stop,power,illinoi,anoth,survivor,short,mention,countri,kid,limit,marcorubio,solut,tack,lib,realiti,quietli,innoc,bullet,random,lodi,spike,homicid,dumb,mental,activist,cn,blame,law,texa,thwart,neveragain,suicid,congression,"chicago

oh",nra,town,maga,davidhogg111,shoot,presid,ignor,control,ammunit,america,happen,california,laura,chicago,im,
149,gfi,nontrump,violen…,stand,it’,suit,focus,kill,ammunit,comeandtakeit,mayb,control,to…,prevent,rahmemanuel,‘s,impact,ban,t…,tri,victim,die,zone,anti,senat,senatordurbin,blame,polic,violenc,american,nation,stop,cultur,dick,empti,california,heard,stopthenra,nrabloodmoney,smerconish,gun,johncornyn,gang,famsvarpac,,terribl,chicago,enough,😢😭,newsstand
150,drug,fixit,innoc,fact,allowin…,embarrass,johncornyn,senatordurbin,toad,bullet,levi,kylekashuv,law,hmmm,chart,photoop,shame,state,shannonrwatt,washingtonpost,"
thi",davidhogg111,アメリカの銃での死亡者は自殺が多い,sad,feder,encourag,😠😠😠,involv,body…,california,worri,less,violenc,address,control,martywalsh,victim,american,gocalifornia,👍🏼,confus,sengillibrand,needless,gun,nra,bot,side,🤔🤔🤔🤔👍👍👍👍👍,enough,chicago
151,ingram,hanniti,congress,repcomstock,thejtlewi,sense…,eliserandolph,"target

",tribal,ingraham,shoot,firearm,t…,concern,ha…,smart,cgausempd,modelcitychat,survivor,heartbreak,lost,kashjackson2018,va10,yall,cult10102,victim,gang,demon,blame,amount,american,shooter,cultur,law,rais,stop,republican,incit,interpret,pray,,america,nra,control,good,chicago,gun,violenc,🙏👍👍,bdonikian
152,essenti,kashjackson2018,school,hypocrit,gaurd,demo…,"

it’s

senseless👏voting👏for👏democrats👏for👏80👏years👏

result",someon,vr,shooter,admist,cuddl,tack,like…,senatordurbin,nonprofit,wrap,senseless,leader,nation,hall,town,violenc,youth,california,conserv,share,reduc,honestli,novemb,gaygopnew,delv,david,bail,lesscrim,credit,anti,guard,endgunviol,rock,head,propos,republican,gun,nra,davidhogg111,chicago,awesom,suicid,control
153,increas,idea,must,thing,spent,co…,issu,dloesch,cultur,zero,asshol,rais,raci…,show,awar,although,kee…,california,kaitmarieox,amaz,victim,loss,⭐️,prevent,vote,nra,drag,crimin,posit,ratio,violenc,racism,weird,left,countri,reduc,davidhogg111,strauss,promot,madworld,levi,protest,violent,gun,she’,,chicago,notesfromhel,😂😂😂😂😂😂😂😂😂😂😂,duh
154,daymr,hogg,domest,seri,columnist,crime,nonnra,death,alyssa,🤣😂😂😂😂,hun,senatorcollin,crazi,prevent,school,teen,control,member,thatwhat,grand,argument,father,ingrahamangl,ban,hbcu,amount,one,notesfromhel,nra,sourc,senatordurbin,republican,reduc,cite,step,shoot,chicago,mani,kaitmarieox,democrat,leftist,chrisloesch,tell,enoughisenough,brianlyon,nokavanaugh,styx666offici,,levi,gun
155,mental,health,compar,peopl,threaten,polici,countr…,rampant,davidhogg111,walk,stop,believ,amount,ridenourdamian,grumpypom270,expans,mint,in chicago…,spent,lauriework,survivor,shazamseventy6,momsdemand,explain,california,excel,treat,victim,import,offens,blame,houlahanforpa,flip,pa06,ownership,american,appreci,stonekettl,chicago,shoot,levi,button,drshepherd2013,violenc,greatest,gun,,resourc,autocorrect,gunreformnow
156,descript,disarm,illinoi,america,resourc,chanc,2018,firearm,commun,sheer,support,kaitmarieox,davidhogg111,proper,johncornyn,move,black,realjameswood,given,theyv,kudo,student,there,resignchicago,victim,durbin,nra,control,obama,blame,democrat,"“aspiring”
to",,cover,incompet,citi,violenc,exactli,problem,dick,law,polic,gun,senat,republican,senatordurbin,chicago,matter,fecklessmoron,kennerla
157,louisvil,pahubb43,deaths…,whee,attent,thousand,recogn,stand,fail,advoc,dloesch,leftist,prevent,reportagem,lucasmoura7,citi,human,seem,nutshel,👇👇👇,"right
you",rapper,gun,america,probabl,anti,fall,charg,👇🏻👇🏻,marwansplain,risk,educ,republican,dick,law,blame,democrat,aspir,thedemocrat,realdonaldtrump,moron,counselorsnotcop,sanasta,draintheswamp,worldsuicidepreventionday,way,stopkavanaugh,mirror,senatordurbin,chicago
158,excus,omg…,cancer,everyon,toward,gone,cp24,assum,blame,trigger,name,ongo,victim,program,gonna,grew,pull,veteran,toronto,quot,evil,nra,bullet,run,fake,control,confin,republican,explos,vote,"replies
senatordurbin",per,liar,prevent,josephsakran,docsdemand,phuck,scumbag👇🏻,democrat,violenc,law,matter,america,dick,sh1t,gun,senatordurbin,whatisatstak,answer,chicago
159,problem,class,fix,sit,levi,toronto,retard,evil,hand,"
🇺🇸🇺🇸🇺🇸
maga","republicans
how","chicago
voteredtosavechicago
voteredtosaveamerica",toughest,dem,bullet,honestli,silent,threat,hrc,you…,confin,explos,protect,konzen,famili,share,guncontrol,prevent,miser,core,state,republican,mayor,windsor,reduc,foxnew,nra,school,law,senatordurbin,sheboygandem,death,stopkavanaugh,chicago,violenc,gun,join,doofu,democrat,
160,prevent,toronto,opinion,rule,durbin,feloni,control,citi,damn,advoc,violenc,senat,countri,town,say,lawless,articl,you…,skip,senatordurbin,confin,explos,ruin,fat,,must,actor,nra,law,continu,mental,student,polit,maga,guncontrolnow,michel,subject,problem,timelin,threat,right😡,democrat,chicago,gun,dick,whatsatstak,democrats😱,listen,thiskeep,heartbreak
161,america,neighbor,shot,poll,outlook,meaning,challeng…,st…,pod,clio,12,rest,tragedi,caus,nra,believ,peopl,viol…,pay,polic,wors,cnn’,bullet,didn’t,problem,law,epidem,a…,speak,wtf,,sunida,control,victim,govern,senatordurbin,ban,attack,salari,taylor,democrat,illeg,dick,violenc,gun,👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼,stopkavanaugh,uhhilo,republiwth,chicago
162,depend,advoc,street,soooo,politician,schooler,wiser,tweet,foxnew,turn,senatorcollin,lisamurkowski,stake,daili,peopl,protaylor,diamond,senthomtilli,step,program,isn’t,you’v,murder,silenc,bullet,plead,davidhogg111,g3mo,monday,senatordurbin,turbin,around,democrat,jacksonvil,citi,phoney,heck,senat,take,act,violenc,victim,black,durbin,dem,dick,bizarro,chicago,y’all,aint
163,polit,citi,senseless,96,averag,polic,creat,support,problem,prevent,blame,foxnew,els,levistraussco,issu,amber,break,lose,zone,bank,nike,yeahz,"backfires
look","replies

2a",state,sen,american,control,suspect,he’ll,nra,talent,mayor,consid,firearm,durbin,senatorcollin,violenc,levi,liber,advoc,aspir,doctor,"
stopkanavaugh",gun,dumb,senatordurbin,chicago,safeti,queen
164,silenc,plead,bullet,sinc,creat,dick,kid,abort,isnt,shoot,psyop,polit,disarm,schol,hate,type,america,pal,murder,change…,33000,nra,obtus,bahahaha,durban,dolt,steemit,right,dumbtweet,liberallog,liberalfail,dumbest,enough,"
everytown","
shannonrwatt",seriou,project,democrat,world,american,chicago,predict,headlin,violenc,miki,mikiesherrillfornj11,reduc,minecraft,momsdemand,gun
165,hispan,vio…,abc7,abc,top,race,republican,neighboring…,dear,anti,pass,dumbalinado,embarrass,montel,shut,silenc,plead,w…,senat,"

nra",voteblu,asset,russian,bluetsunami,gunsensecandid,alway,party…,ran,ignor,tone,deaf,tragic,thejtlewi,sent,reason,learn,could,buy,jame,photo,wood,dem,senatordurbin,australia,dick,worst,chicago,violenc,gun,levi
166,deceiv,caus,jenniferwexton,va10,resid,three,funer,due,place,anymor,thought,lose,mani,enact,everi,ammunition control,tack,california,law,agentbizzl,jimsterl,speak,levi,strauss,donat,dedic,hear…,brettkavanaugh,jameshmccusk,brettkavanaugh…,andysty1967,student,plead,bullet,silenc,"obama

1build",brag,instead,"wall
2end",prayer,measl,s…,control,sophomor,bee,year,dear,violenc,gun,chicago
167,constitu,fail,question,here,environment,hilari,headlin,"is

govtfund",outlet,finds…,davidhogg111,strauss,leader,ceo,levi,excel,silenc,plead,declar,epidem,firearm,everyday,dev…,relat,moré,repjnunez,repdesanti,marcorubio,california,tack,episod,surgeon,hav…,teenag,could,admit,crime,☀️,organ,sinc,jacksonvil,10th,bullet,"thread
cw",racism,mention,control,violenc,gun,young
168,offic,gang,respect,oneth,tw,"
it",prom,sister,smthing,littl,realist,delaneytarr,dead,children,sinc,“sacrifice”,gu…,doodlechase2,fol…,politician,plenti,sticktopizza,spe…,mailman,eiwbmcat,oberfeldwebelf,xijinp,teacher,"people
beijings…",chines,control,law,corrupt,democrat,without,silenc,plead,jean,alreadi,bullet,violenc,don’t,prouder,chicago,pleas,pull,senatordurbin,gun,stop,conscienc
169,parkergann3,markvencebi666,midnightmonstah,rg3ontv,confirm,black,selfinflict,suicid,brycejacksoncvt,wednesday,forum,western,reserv,commit,davidhogg111,senatorcollin,lisamurkowski,month,lose,shame,the…,senatordurbin,other,honor,ame…,daughter,thw,laughabl,kill,nope,resort,ristinraccoon,lupineassassin,dummi,appar,hypocrisi,bound,almost,"money
thi",jed,preciou,american,you…,critic,jakepaul,violenc,chicago,gun,,toomanygunsinamerica
170,fprefect,wednesday,ceo,isn’t,enough,sht,isnt,certainli,kill,act,candid,va10,plead,silenc,ownership,constitut,citi,movement,alt,truli,democrat,ban,idiot,levi,strauss,anim,alreadi,forum,polit,bullet,right,senatordurbin,decid,victim,nicholashito,rip,train,american,speechless,nra,,threat,control,violenc,gun,opportun,stop,agre,im,chicago
