,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0,caitoz,correct,author,superstit,enforc,money,survivior,nowthisnew,davidhogg111,focu,non,activist,ill,doesn’t,mockdeselfi,pra,moment,arrest,shut,ohar,airport,protest,freearua33,wet,rain,“the,tumwin,bc,lock,it’,everi,law,mass,shoot,archiv,gun,violenc,pretending…,lrihendri,americashometv,care,o…,man,democrat,chicago,chang,great,foxnew,slumber,beautyeveryday
1,obvious,transit,ballot…,ayannapressley,7am,votese,8pm,foxnew,aren’t,let’,situat,think,saracarterdc,deboi,nwzchic,amcarmack,shut,lead,epidem,enough,health,possibl,great,pupil,us,presenc,domest,five,kille…,need,shot,citymelani,kept,exhibit,that…,violenc,america,choic,caus,gun,ignor,phillip,teenvogu,other,followiamlsco,protest,rahm,chicago,citat,cours
2,logic,signific,value…,discrimin,exist,billclinton,"

good",racism,inequa…,polit,march,nra,nfl,shannonrwatt,s…,san,sqalid2001,capabl,came,victim,cours,brianpklein,kylegriffin1,indefinit,w…,crimin,ayannapressley,changecantwait,young,kill,llw🧡💔,violent,store,hogg,levi,twitter,multipl,prevent,stand,comic,nerf,polic,american,gun,vote,fight,violenc,ayanna,chicago,nowthi
3,poll,cdnpoli,rig,lowimpulsecontrolamerican,pleas,sycoph,now🤔,cana…,illeg,foxnew,theeconomist,metalhead684,williamleg,sclancy79,ceo,protest,noth,address,gun,huh,katrina,airport,fudd,scope,commit,"neveragainmsd

emma4change
davidhogg111
al3xw1nd
jaclyncorin
cameronkasky
shannonrwatts…",neveragain,corpor,trump,compani,america,god,persist,resist,leadership,comstock,loudoun,prevent,oh,chicago,stop,,chicagopolicedepart,brand,👏👏👏👏👏👏👏👏,stakehold,nora,levi’,levi,levistraussco
4,burn,bomb,manchest,controversi,argument,murder,brand,she,alternati…,chicago’,buy,👏👏👏👏👏👏,citi,war,closet,violenc,fight,crimin,least,smh,worthi,women’,strongli,cruz,cool,everytown,thank,common,😂😂😂,kill,love,proud,oscar,come,gang,pdacosta,kimberrri,gun,gunhump,iamlsco,serv,chicago,young,levi’,boycottnik,lesbian,ditto,levistraussco,jean,levi
5,mention,suicid,littl,👟👟,levi’s👖,warn,american,senpatrobert,preventio…,marchforourl,mayorjenni,harmlessyarddog,commut,noshoahford,vrotherofflow,unnecessari,“not,realdonaldtrump,buy,nfl,student,offer,vote,send,argument,caus,thank,shannonrwatt,levistraussco,take,give,illeg,polit,head,kaepernick7,🙄🙄🙄,shoot,stand,gun,hashtagit,she’,meganranney,ye,levi’,,jean,👍🏻❤️,stfu,buylevi,levi
6,encourag,shoot,cspan,constitu,claralionelfdn,foundat,leadership,enought,worri,gun,repres,jenniferwexton,comment,happier,compani,speech,protest,offic,ceo,epidem,everyon,prevent,nra,solut,stand,th…,view,end,ban,run,incred,lost,state,and…,feinstein,homi,perpetr,donat,everytown,☆☆☆,support,chicago,jean,promot,levi’,🙏🏼🙏🏼🙏🏼,enoughisenough,control,levistraussco,levi
7,shot,redneck,whether,wear,o…,levi’,thanksobama,curb,activist,ben,black,campu,close,drop,2a,state,youngboy,illeg,mayoremanuel,davidaxelrod,citi,zipillinoi,guy…,jacobawohl,realjok3r3,purpos,violenc,cnn,dick,that,survivor,nratv,nra,patriot,levistrausssa,crazi,mayb,save,levistraussco,blown,chicago,stopkavanuagh,💪🏼🙌🏼jeffgohog,👖👖👖👖👖🧡🧡🧡,coryhenshaw,"cnn
coward",😭😂,wow,cours,levi
8,rude,piec,potu,brettkavanaugh,shake,tool,despic,sink,fed,pant,parkland,color,father,brandstakingstand,msnbc,guttenberg,disgrac,classi,capabl,say,kavenaugh,holi,desper,unbeliev,shop,chicago,kid,unaccept,whoa,easi,sad,america,tell,judg,gop,shame,outrag,fred,guy,scotu,guillotin,maddow,sorri,,disgust,levi,stopkavanaugh,coward,wow,kavanaugh
9,eeeeeem,holi,victim,retweet,nra,jean,stopkavanuagh,joshuaadougla,realiti,guttenberg,brettkavanaugh,wattttaaaaguyyyyyi,expect,million,pathet,daughter,confirm,chill,surpris,coward,man,lion,disgrac,refus,god,judg,peopl,father,didn’t,mr,unbeliev,viral,nokavanaugh,gop,sink,levistraussco,nomine,aw,shake,fred,disgust,levi,senat,shame,stopkavanagh,republican,stopkavanaugh,fredguttenberg,wow,kavanaugh
10,levistraussco,idea,mayb,charact,whataretheyhid,nokavananaugh,nomin,"evidence
stopkavenaugh",sir,sicken,judg,stopkavanagh,american,gop,levi’,shake,guy,nope,huh,victim,court,civil,asshol,surpris,rude,loss,nokavanaugh,liar,senat,resist,end,fredguttenberg,brettkavanaugh,aw,republican,grief,"uhhhh

yik",appal,constantli,disgust,father,blockkavanaugh,levi,disgrac,nra,coward,wow,stopkavanaugh,fred,kavanaugh
11,sendeanhel,sob,repuls,disgrac,511’,damn,kavanaughcoward,kneel,wtf,davidhogg111,honor,cnn,newtown,happen,cancelkavanaugh,realdonaldtrump,he,didn’t,inconveni,loss,blockkavanaugh,threat,stopkavanagh,myth,piec,incred,votenoonkavanaugh,surpris,american,sneer,stunt,jean,realiti,shame,polit,brettkavanaugh,retweet,republican,levistraussco,gop,coward,scotu,sad,levi’,disgust,wow,stopkavanaugh,levi,kavanaugh,fredguttenberg
12,pulitzerworthi,american,import,nra,matter,kavanaughconfirm,s…,republican,traitor,scumbag,gun,brettkavanaugh,disgust,👇🏻,blockkavanaugh,court,america,shot,polit,douch,victim,unaccept,charact,pathet,comment,bingo,stopkavanagh,po,appal,sake,disgrac,judg,lie,nomin,unbeliev,silenc,wow,senat,wrangler,coward,shame,levi’,secur,stopkavanaugh,fredguttenberg,jean,levistraussco,sorri,levi,kavanaugh
13,rude,realiti,brettkavanaugh,davidhogg111,liar,die,secur,issu,aahhhh,disgrac,barrel,whoaveri,disgust,nra,judgekavanaugh,prevent,senat,unconscion,bravo,victim,brand,deplor,olerunkbitch,huge,nokavanaugh,sign,respect,wow,ya’ll,cloth,blockkavanaugh,54,keep,stand,shame,coward,fredguttenberg,citi,gop,stopkavanaugh,gun,burn,deal,everyth,wear,levi’,kavanaugh,jean,levistraussco,levi
14,untru,rip,,outrag,🙌🏼,disgrac,po,enoughisenough,senat,phuck,mayb,mouth,stalker,confirm,deplor,trudeau,pro,yeah,sentoomey,sick,corpor,awesom,leader,king,stopkavenaugh,terribl,zach,senatorcollin,appal,wow,blockkavanaugh,wrangler,nada,brettkavanaugh,sad,sorri,democrat,missingyouremix,pant,kavanaugh,compani,fear,stopkavanaugh,die,fredguttenberg,levistraussco,unstab…,levi’,jean,levi
15,absolut,senat,ff,ye,scotu,lickspittl,support,awesom,done,po,couldnt,monster,brand,inch,logic,loss,despic,secur,disgust,gop,stunt,truth,deplor,justcarol,fbi,thank,lost,wow,nuf,nice,rude,guess,"apparel

shut",burn,anoth,republican,pant,idiot,stupidest,jean,fred,🧡🇺🇸,america,fredguttenberg,stopkavanaugh,shame,levistraussco,levi,levi’,kavanaugh
16,grief,judg,stop,corpor,add,shake,kathygriffin,senrobportman,stopkavanuagh,stopkanavaugh,classi,prop,cuuuuuck,gmu315,clich,kevlar,😂😂😂😂😂😂,latenightthought,horribledeplor,stopkavanagh,🤭🤯⁉️,mass,ayannapressley,terribl,asshol,much,blockkavanaugh,strike,said,due,fam,wrangler,victim,rude,wow,american,lie,whitehous,vote,decenc,senat,disgrac,levi’,shame,stopkavanaugh,fredguttenberg,jean,kavanaugh,levistraussco,levi
17,beyond,kid,unconscion,❤️❤️❤️❤️👍👏👏👏🇺🇸,wellar,whoownskavanaugh,yesssss,orangewaveinnovemb,repubspleaseburnyourleviswhilewearingthem,wtf,👏🏻👏🏻👏🏻👏🏻👏🏻,nokavananaugh,marchforourl,scari,kavanop,leggo,gopsham,hypocrisi,platform,unbeliev,obvious,brettkavanaugh,disgust,march,idiot,exactli,heartless,noreencgr,canadian,"failure

nic",chip,stop,equival,jeansoh,sad,dad,stupid,levi’,wrangler,skank,sick,disrespect,stopkanavaugh,jean,news,stopkavanaugh,fredguttenberg,kavanaugh,levistraussco,levi
18,sad,period,coward,us,terribl,hideou,shake,nake,❤️,parent,prick,hand,earth,he,agre,right,awesom,fred,hmmm,votebluetosaveamerica,congratul,yup,"wow

kavenaughconfirmationhear",blickbrettkavanaugh,"nra
gunowners
molonlabe
2a
comeandtakeit",ohff,noonkavanaugh,uwu❤❤,gross,fakenew,"blockkavanaugh
blockkavanaugh
blockkavanaugh",wow,neveragain,despic,sorri,wonder,gun,blockkavanaugh,disgust,jean,notokavanaugh,shame,chicago,audrb,levi’,idiot,kavanaugh,fredguttenberg,levistraussco,levi
19,victim,presssec,absolut,deal,fcking,human,levi’,apolog,❤️2u,disgust,job👍,judg,bravo,parkland,gun,sorri,hand,davidhogg111,stupid,jean,"

more",start,lie,lol,kavanaugh,your,gop,peopl,realdonaldtrump,lamarsmithtx21,😭🙌🏻🙏🏼,bizcuitman,dannerdcub,amen,gross,👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽levi,mikezollo,righton,pathet,coward,awesom,shame,reason,leadership,bs,👏👏👏,levistraussco,fredguttenberg,stopkavanaugh,levi
20,care,heartless,repres,acknowledg,constitut,handshak,sad,bye,remark,pair,daughter,gun,victim,fred,badstart,compani,horribl,bravethank,senkamalaharri,9000,left,die,sick,ass,thank,levistraussco,fredguttenberg,jean,⬇️💯,guat,umm,7billion,levisandnik,otrocamiloma,rivet,stfu,“hero”,abort,,nomorepolit,norespectfortrumpsvot,👏👏👏,levi’,100,rajshah45,maga,wow,stopkavanaugh,kavanaugh,levi
21,stopkavanaugh,illegitim,boo,care,dumbest,job,wouldnt,vile,pond,nike,guncontrolnow,genuin,turn,nra,judg,brett,jean,davidhogg111,right,parkland,predict,gun,victim,hand,flat,senkamalaharri,surprisingli,nokavanaugh,lie,tweet,hero,stand,america,fredguttenberg,sad,levistraussco,jrubinblogg,rmayemsing,👏👏👏👏👏,liar,😂😂😂😂😂😂😂😂😂😂😂😂,stopkanavaugh,rage,kamalaharri,accept,kavanaugh,god,agre,levi,brettkavanaugh
22,appal,footag,kkkavanaugh,stopkavanaugh,fuckavanaugh,shake,501,nut,,kathyburk,nasti,choic,victim,"sad
stopkavanaugh",vetsagainsttrump,mind,gtgtgtgtgtgtgtgt,traitor,nra,deal,protect,🔥🔥🔥🔥,american,legaci,senatorcollin,driver,sexism,proof,asshol,pathet,burn,father,socialpurpos,csr,paid,hope,definit,fredguttenberg,brand,restor,levi,obama,jean,disgust,gun,kavanaugh,wow,wrangler,shanda,nokavanaughvot
23,daughter,human,court,id,chicago,o…,secur,american,flush,icon,nokavanaugh,theresist,us,potu,wtf,sailorp0on,cure,goddamn,hyster,pant,🔥👖🔥👖🔥👖,fire,shame,would,cloth,tire,baseless,scotu,gonna,nation,lie,unfortun,andrew,lost,ladi,stopkavanaugh,shut,cop,rotflmao,dem,kavanaugh,levi,levistraussco,apolog,nonsens,wow,jean,foxnew,decis,sad
24,answer,reduc,nike,horribl,judg,respect,realiti,wear,daughter,photograph,whomev,shake,here,support,"

levi",say,go,victim,step,disgust,american,senat,senrobportman,bail,levistraussco,cold,mean,jean,compani,brettkavanaugh,fredguttenberg,idiot,,kavanaugh,question,stuff,gun,shame,rajshah45,senfeinstein,❤️,truthbiscuit,karencbeal1,ditto😎,🙌🙌🙌🙌🙌🙌,fraud,agre,levi’,nokavananaugh,levi
25,dispic,closern,nokavanaugh,disgust,noonkavanaugh,stand,uspoli,secur,dim,destroy,nike,daughter,fantast,senblumenth,dumber,oh,victim,cold,judg,kyra,shoot,guess,,davidhogg111,poll,delet,airplan,china,fredguttenberg,kavanaugh,jean,constitut,hahahaha,said,yep,yaaaaaassss,devast,🤣😂😆😅😄😃,👍🏻👍🏻,unaccept,beclown,wofava,🤦‍♂️,wow,stopkavanaugh,levi’,strength,shame,levi,levistraussco
26,confirm,sir,coolest,definit,horribl,kavanagh,walkaway,rude,democrat,justintrudeau,senatedem,realli,somebodi,tell,dumb,lost,american,senat,coward,gun,bravo,shake,countri,prevent,wednesdaywisdom,yesterday,stand,well,gop,nra,surpris,propaganda,australia,gunown,😕😕,boycottlevistrauss,💪💪,❤️❤️❤️,👇👇👇👇👇levistrauss,levistraussco,embarrass,hero,vote,ayanna,fredguttenberg,levi’,stopkavanaugh,shame,kavanaugh,levi
27,termlimit,rand,senat,levi’,yayacoosburr,america,fred,death,sorti,deal,document,withhold,run,kamala,victim,lie,thank,realiti,secur,news,corpor,idioci,senkamalaharri,famili,buy,burn,welcom,ye,pleas,bravo,💯👇,criiiing,thentheresthi,parklandstrong,karma,snap,levi,classi,liar,interest,kind,fredguttenberg,gun,brettkavanaugh,child,sad,shame,levistraussco,kavanaugh,stopkavanaugh
28,republican,your,h…,,soul,aren’t,break,damn,jean,theresistanceisstrong,peopl,gun,liar,levistraussco,wow,setup,tool,shoot,levistrauss,jeffflak,lisamurkowski,activismocorporativo,😅😄😂,idioci,priceless,🐂💩,stopkanavaugh,"so

walkaway
maga",kavanaughishein,benshapiro,fool,stopkavanuagh,nogo,dead,scumbag,rude,kavanaugh,nokavanaugh,despic,word,sruhl,hous,ugli,america,control,kamala♥🌎💦💦💦,lier,fredguttenberg,stopkavanaugh,levi
29,along,scotu,pathet,hey,,manhand,"🧡

signed

a",lie,stop,rajshah45,bankruptci,didnt,word,cp24,burn,sob,poverti,👏👍👏👍👏👍👏,esotericcd,rofl,excel,😂😂😂😂😂🤔,novemb,senatorcollin,"disgusting
stopkavanaugh",lolz,😁👏🏾👏🏾,stopkanavaugh,👏👏👏👏👏👏👏👏👏,appal,bull,disgust,guncontrolnow,ye,control,well,asshol,republican,wont,liar,speak,sorri,that,bethesda,wire,levi,fredguttenberg,kavanaugh,stopkavanaugh,levistraussco
30,point,wtf,talk,polit,levistraussco,children,realiz,alyssamilano,lmao,confirm,senkamalaharri,cultur,diseas,levi’,truth,💪🏿💪🏿💪🏿,sensass,bravolevi,lmfaoooo,kavanaughconfirm,"nice
stopkavanaugh
noonkavanaugh
whatsatstak",horseshit,kavanaughisacoward,surreybc,sober,congratulationsbless,alternatejustic,fantast,terrifi,,glen,idiot,foxnew,whoownskavanaugh,wont,said,secur,amen,guncontrolnow,bethesda,exactli,sum,lord,liar,super,piec,stopkavanaugh,kavanaugh,levi,fredguttenberg
31,incompat,republican,children,lmao,whatdavidsaid,wtf,dc,danger,wow,desper,gun,jean,step,nut,fear,cunt,🤗👏,repuls,nonsens,bwahahahaha,bull,🤔🤔🤔,casualrac,👇share,"kavanaughisheinous
kavanaughisheinous
kavanaughisheinous
kavanaughisheinous
kavanaughisheinous…",omfg,🤨🤨🤨🤨,cours,liar,kavanugh’,chicago,lol,stopkavanaugh,sum,correct,smh,fredguttenberg,kavanaughconfirmationhear,confirm,nokavanaugh,kavanaughconfirm,child,levi,disgrac,exactli,levistraussco,randpaul,levi’,bethesda,kavanaugh
32,spite,rough,draft,gun,libtardarian,victim,glennbeck,momsdemand,thousand,reduc,hand,includ,guess,guttenberg,rockvil,sound,jean,republican,stand,american,spx,prevent,thank,awesom,said,nra,charact,fredguttenberg,saw,good,1sgh,bethesda,yup,1000000x,rt,🤭🤫🤐,😂😂😂😂😂😂😂😂😂😂,oakland,nrastoog,deadass,bravo,fakenew,kkk,shame,face,levi’,stopkavanaugh,levi,kavanaugh,levistraussco
33,issu,lost,motherjon,prevent,talent,happen,elect,liar,holi,levi’,victim,anyth,seeker,kind,um,wut,,gun,rajshah45,part,lose,nra,wrangler,lmao,someth,grow,jean,cloth,senrobportman,yep,🙄🙄🙄,excel,hmmmm,hitler,👏👏👏,whut,👎👎kavi,mouth,coward,kavanaugh,didnt,pocket,dc,lie,stopkavanaugh,bethesda,fredguttenberg,brettkavanaugh,levistraussco,levi
34,levi’,govern,he’,jacksnowknow,day🏆,group,comment,realiti,alreadi,ladi,issu,shot,insist,politician,farc,court,stand,shut,violenc,histori,stopkavanaugh,handshak,levistraussco,😂😂😂😂😂😂😂,he,,kavanaugh,coward,money,nra,buy,deplor,meanspirit,secur,nice,dumb,disgrac,pleas,serious,👎🏻,✊🏻✊🏽✊🏾✊🏿,unhyphenamerica,😆😆😆,idiot,levi,exactli,lie,fredguttenberg,liar,bethesda
35,hood,straight,secur,lie,compass,domest,msdmom,realiti,wasnt,shoot,grate,daughter,assess,compani,control,kavanaugh,thank,deserv,guy,one,liar,cracka,victim,dumb,articl,lmao,🙄🙄🙄,levistraussco,fredguttenberg,sad,govern,chicago,,mental,coward,worst,😅😅😅,shamefulnokavanaughconfirm,xxoo,smartnew,smdh,🔥🔥🔥,realdonaldtrump,correct,🙌🏻,davidhogg111,stopkanavaugh,bethesda,moco,levi
36,gangster,senfeinstein,chang,norighttokil,regulateorrep,republican,peopl,fred,law,senat,jean,went,hat,shot,pant,anoth,victim,shake,hand,bethesda,violenc,brettkavanaugh,"photo

kavanaugh",gun,affect,ye,lie,savi,bethesdaisnotdc,verifiedh,smdh,noonkavanaugh,catchgifucan,shameony,bye,growup,🧡😆🧡😆keepgo,put,wtf,step,sad,nice,liar,kavanaugh,stopkavanaugh,didnt,ditto,fredguttenberg,levistraussco,levi
37,senrobportman,disingenu,liar,can’t,roasted😒,jean,stand,ignor,grew,court,ass,repjeffduncan,besthesda,fault,blumenth,child,letm,point,shit,pretti,gun,nail,case,stop,citi,wrong,intent,honour,fredguttenberg,kavenaugh,lie,😂😂😂,coward,👏🏼👏🏼👏🏼,lmaooooooo,lmfaooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo…,arleg,stopkanavaugh,dicksaslaw,bb,👇👇👇👇👇👇👇👇👇👇👇👇,whet,brettkavanaugh,excel,white,stopkavanaugh,bethesda,kavanaugh,levi,levistraussco
38,former,govmcaw,courag,salut,honor,noscotusvot,vibe,kavanaugh,thing,prep,featur,yall,brand,lie,gunviol,guncontrol,fruit,loom,guess,audit,levi’,ftblbailli,complain,sudden,stopkavanaugh,senfeinstein,victim,fredguttenberg,lier,continu,pair,exactlyw,death,judg,wear,gun,,lolol,bethesda,plagu,sir,sorri,volunt,cowardkavanaugh,🇺🇸🙌🏻🇺🇸,🤔🤔🤔🤔🤗,ignor,shoot,levi,levistraussco
39,idea,violenc,,petti,wut,lmfaoooooo,tryst,bo,senkamalaharri,stop,palpabl,bs,figur,berni,upset,random,bullshit,sing,act,daughter,fredguttenberg,laugh,yt’,chang,truth,anyth,slightest,siri,milleni,levi’,bethesda,thank,kavanaugh,gun,yep,realalexjon,lmaoooo,"gwcommonwealth
hburgamerican
lamartimes
copiahcourier
desototimes
ccourier
colprogress
cdispatch…",stopkavanuagh,itsjustcaro,"ncappeal
vicksburgpost
theyazooherald
oxfordeagle
gulflive
thepicayuneitem
starkvilledaili",stopkavanaugh,nail,stopkanavaugh,boycottlevistrauss,levi,501,"
riplevi
shallnotbeinfring",lie,levistraussco
40,explain,harri,armour,"wranglers
cabelas
und",merrick,garland,umnop,invit,busi,brand,feinstein,brettkavanaugh,definit,prep,liar,traitor,lie,levi,tedcruz,levistraussco,share,set,,anoth,perfectli,stopkavanaugh,buy,fredguttenberg,correct👍🇺🇸,control,appropri,shitstick,stupid,gun,shame,squirt,thank,wolftoo,dc,deplor,🤣🤣🤣,levi’,😂😂😂😂,kavanaugh,amourramirez,interpret,news,boycott,bethesda,wow
41,satisfi,prayer,interpret,planet,2a,victim,stunt,dian,state,bethesda,levi’,fakenew,flat,chicago,shot,care,violenc,ownedbythenra,tragic,huh,uh,lmaooooo,done,mr,gun,rich,stand,boycottlevi,reduc,rest,davidhogg111,"dare
to",kavanaugh,inhuman,fredguttenberg,learn,congratul,🤔🤔,defundnpr,👏👏👏,❤️❤️❤️❤️❤️🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸❤️❤️❤️❤️❤️❤️,unreal,mauriellefox2,🤷‍♀️,adjkflhshsaklaj,stopkavanaugh,stopkanavaugh,agre,plagu,levistraussco
42,poor,disturb,level,american,victim,,plagu,civil,constitut,rewrit,mani,law,man,tri,senfeinstein,jean,cloth,wear,fyi,creep,nra,guy,citi,kavanaugh,disqualifi,lie,levi’,job,murder,gun,robertdumain,lol,neveragain,pleas,got,ignor,levistraussco,bethesda,blew,👏🏻👏🏻👏🏻👏🏻,lmaooooo,🤣🤣🤣,hahahahahahahahahahahaha,riplevi,honey,hahahaha,inform,😂😂😂,lord,levi
43,evid,"happen
sarcasm",actor,hooooo,hold,control,plagu,grew,glad,accident,fight,bethesda,senfeinstein,stop,campaign,gun,us,levistraussco,victim,caus,guncontrolnow,wake,kavanaugh,hand,wear,protect,import,realiti,,famili,decis,uniti,stand,children,wrangler,boycottlevistrauss,brettkavanaughhear,brettkavanaugh,elect,beer,weneedlead,posit,rude,levi,excus,fredguttenberg,slimebal,🙌🏽🙌🏽🙌🏽,byebyelevi,ygbsm
44,longlivekcx,arm,someon…,rbpundit,wallyearl1,usa,forwar…,histor,week,aswel,infamouslydop,ban,map,lost,give,realli,lie,carpool,qualiti,redeem,claim,trend,owe,mar,solv,solut,firearm,fashion,levisandnik,caus,may,jean,hot,maninthehoodi,magat,high,nra,pant,famou,buy,law,kavanaugh,aye,logo,,levi,bethesda,👏👏👏,certainli,gunreformnow
45,trigun,cringewort…,fu,kinet,enthral,levi’,america,horribl,senseless,indi,liar,guttenberg,american,condon,someon,care,magazin,fortun,link,yupher,came,take,grew,citi,plagu,place,anim,press,stand,nibba31418655,kaitonutcak,dar1a,defend,ableism,blatantli,trynna,chicago,bloodstream,keepin,fredguttenberg,usa,dna,wildwest,issu,brettkavanaugh,gun,heart,child,levi,
46,glennbeck,lost,start,prevent,nicksperopulo,abt,ago,veggie64lesli,hr,nra,fred,score,daughter,poli…,death,fund,everyon,ban,strauss,gun,individu,seat,won’t,folk…,loss,store,levi’,victim,violenc,could,initi,fredguttenberg,christ,"putz

nokavanaugh
lawyerliarmisogynistprick
kavanaughisablackheartedbastard…",fuckin,kavanaugh,brett,jean,pocket,school,intellig,decid,typic,weep,california,gop,stand,levi,set,disgrac
47,tea,strathmor,talk,flop,unaccept,"votes

zephyrteachout",dire…,prevent,addressed…,control,tori,argu,fire,prestigi,nation,40,cameronkaski,1990,lower,t…,senkamalaharri,comfort,denmark,sweden,fredguttenberg,strichtest,countri,common…,suggest,troutfman,plagu,brett,much,ssrf,applic,strauss,chicago,violenc,combat,bethesda,heavi,cannot,campaign,ceo,launch,grew,kavanaugh,gun,levi,side
48,root,tax,address,effect,acknowledg,shuttlecdrkelli,partisan,markhertl,davidhogg111,grew,disgrac,quell,strauss,fortunemagazin,citi,power,plagu,gang,closer,say…,side,rajshah45,heskick,1000,categori,stuff,chicago,opportun,lib,resign,refus,senfeinstein,spira…,rest,kavanaugh,s…,obama,huge,gun,violenc,peac,brand,purpos,fredguttenberg,seriou,jaim,levi,,truth,idiot
49,"
throwbackthursday",bantrophyhunt,throwback…,em,noth,postparkla…,central,district,schoolnurs,republican,protect,safeti,tedlieu,guarante,suppo…,expens,hike,fred,parti,strauss,hack,dishonest,bang,910,shooter,deal,delusion,liber,kap,fredguttenberg,fascist,victim,control,nra,gun,nike,hand,platform,injustic,answer,stand,levistraussco,levi,violenc,threefifspod,,guncontrolnow,respect,side,bethesda
50,happen,brett,brilliant,strauss,straight,control,liar,effect,let’,tough,continu,nra,,nratv,he,nike,share,hasbeen,bravo,👏🏻,confirm,🌊🌊,omg,voteforbeno,fredguttenberg,other,posit,pure,pair,georgetakei,jean,synopsi,articl,kavanaugh,levi,foh,gun,levistraussco,lmfaoooooooooooo,lmao,stinchfield1776,😂😂😂😂😂😂😂😂😂,lmfaoooooooo,disgust,lmfaoooooooooo,moe,kudo,asshol,shannonrwatt,bethesda
51,address,ck,compar,insult,boiiiiiiiiiiiiiiiiiii,boiiiiiiiiiii,member,levi,he’,snub,agree”,child,citi,getcho,gtfoh,confirm,gun,prevent,bunch,loyal,🤣💥,wellin,constitut,nochomski,nigga,,chicago,kavanaugh,wrangler,😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,judg,fredguttenberg,malibu,levistraussco,lol,uhhhhhhhhh,lmaoooooooooooo,lmfaooooo,bwaahahahaha,😎👍,brettkavanaughbeingajerk,lmaooooooo,king,lmaooooo,second,shannonrwatt,hilari,stand,liber,bethesda
52,jedshug,scotu,daughter,peopl,moco,wellington,chicago,understand,expos,typic,buy,agre,brett,hood,father,white,compani,ppl,fredguttenberg,rap,lost,cost,walshfreedom,playboykenxx2,judg,stop,,ludicr,kavanaugh,snub,pretti,fckin,lol,lmfao,cold,lmaooo,gun,🤣🤣🤣🤣🤣🤣🤣🤣,😂😂😂😂,stare,omgajew,😂😂😂😂🤣🤣🤣🤣🤣🤣,"bethesda

🙄😂",fakenew,lmao,ltgrusselhonor,water,stopkavanaugh,levi,bethesda
53,rip,cinci,problem,side,pray,gop,doesnt,he,heartbreak,articl,countri,shoot,coreybook,nrabloodmoney,hood,live,leadership,corpor,cap,grew,read,nrhind,sad,water,agre,huh,gun,,pgsittenfeld,tri,insult,stop,damn,pawn,😂😂😂😂😂😂😂😂,pardon,😢😢😢,ripenough,lmaoooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo…,ahajsjsjsjsjj,😐😐,stori,terrellchugg,levi’,lmao,chicago,bitch,davidhogg111,levi,bethesda
54,whose,sad,"students
gunsense
brevardcounty
ourstudentsrock",ye,blame,terribl,cincinnati,2020,everi,read,gun,someth,wrong,😂😂😂😂😂😂😂😂,stop,❤️,lololololololololololololololololololololololololololololololololololololololololololololololololololololololololol…,bethesdareally💀,jkahlilt,"



",squint,👍👏👏👏,☠️,hahahahhahahaha,straightouttabethesda,mishacollin,shade,bwahhaha,😂😂😂😂😂,lmfaooooookkkkkkkk,votethemout,uhhhhhhhh,lmaoooooooo,👍👍👍👍👍,bewherenow,rememberdelmontejohnson,america,citi,horrif,ard,lolz,snort,move,excus,violenc,😂😂😂😂,lmao,😂😂😂,,bethesda
55,jwilliamscinci,boy,plagu,kill,violenc,oh,clueless,blame,scam,say,lmao,mailbu’,pleas,extra,figur,lmaooooo,amen,😂😂😂😂,chicago,victim,💀💀,wealthi,leadership,bay,bethesdadnsjcnbsbsjsbjsbxjanjxnd,notic,hhhhhhhahhahahahhahahhahahahhahahahhahhahahahhahahhahahahahhahahahahahhahahahahhahahahhahabreathehahahha…,keirirwinrog,allamerican,ahhhhhhhahahahahaha,🧐🧐🧐🧐,🤔😒,whut,🤦🏽‍♂️🤦🏽‍♂️🤦🏽‍♂️,hashtagora,uhwhat,buheffinthesda,lmaoooooooo,cincinnati,end,🤣🤣🤣,bruh,gun,boycottlevistrauss,😂😂😂,😂😂😂😂😂😂,excus,lol,hahahaha,bethesda
56,emma4chang,famili,session,fredguttenberg,ab…,anoth,to…,sencorybook,young,f150,h…,ballot,jean,kidsov,nra,lmaoo,t…,laughabl,love,rememberdelmontejohnson,lol,liar,david,,baltimor,shoot,kid,gun,oh,booooiiiiiiiii,right,usa,say,😂😂😂😂😂😂😂😭😭,uhhh,"imwiththekids

wemarchason",nraterrorist,😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,enoughisenough,wellregulatedmilitia,lolol,gtfoh,greg,sayin,gener,fallout,boy,lmfaooooooooooooooooooooo,davidhogg111,bethesda
